codigo_dane,pai_et_municipios,establecimientos_educativos,matriculados,registrados,presentes,publicados
125843000247,VILLA DE SAN DIEGO DE UBATÉ,INSTITUCION EDUCATIVA DEPARTAMENTAL ESCUELA NORMAL SUPERIOR ,0,88,88,88
325843000882,VILLA DE SAN DIEGO DE UBATÉ,COLEGIO HEISENBERG,0,2,2,2
125845000244,UNE,INSTITUCION EDUCATIVA DEPARTAMENTAL FIDEL LEAL Y BERNABE RIVEROS,65,65,65,65
125851000116,ÚTICA,INSTITUCION EDUCATIVA DEPARTAMENTAL MANUEL MURILLO TORO,33,31,30,30
125862000355,VERGARA,INSTITUCION EDUCATIVA DEPARTAMENTAL  FIDEL LEON TRIANA,0,35,35,35
22586200049,VERGARA,INSTITUCIÓN EDUCATIVA RURAL DEPARTAMENTAL LA ESPERANZA,26,25,25,25
125867000159,VIANÍ,I.E.D. VICTOR MANUEL LONDOÑO,26,25,25,25
125871000163,VILLAGÓMEZ,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL MISAEL GOMEZ,28,28,27,27
325873000321,VILLAPINZÓN,COLEGIO COOPERATIVO PROSPERO PINZON                                    ,22,22,22,22
125873000209,VILLAPINZÓN,I.E.D. ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,148,147,144,144
125873000403,VILLAPINZÓN,INSTITUCION EDUCATIVA DEPARTAMENTAL URBANA LUIS ANTONIO ESCOBAR,44,44,44,44
325873000372,VILLAPINZÓN,NUEVO COL SAN JUAN BAUTISTA,37,36,36,36
325875000451,VILLETA,COLEGIO MADRE DEL DIVINO PASTOR,36,37,37,37
125875000265,VILLETA,INSTITUCION EDUCATIVA DEPARTAMENTAL INSTITUTO NACIONAL DE PROMOCION SOCIAL,124,123,121,121
125875000281,VILLETA,INSTITUCION EDUCATIVA DEPARTAMENTAL ALONSO DE OLALLA,104,101,100,100
225875000324,VILLETA,IED RURAL CUNE,11,23,19,19
225875000553,VILLETA,INSTITUCIÓN  EDUCATIVA DEPARTAMENTAL BAGAZAL,35,34,34,34
325875004642,VILLETA,COLEGIO HEISENBERG,0,1,1,1
325875000507,VILLETA,INSTITUTO DOCENTE LA ANUNCIACION                                     ,20,20,20,20
225878000708,VIOTÁ,INSTITUCION EDUCATIVA DEPARTAMENTAL SAN GABRIEL,40,38,35,35
125878000029,VIOTÁ,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL FRANCISCO JOSE DE CALDAS,58,57,55,55
225878000112,VIOTÁ,I.E.D. BAJO PALMAR,0,22,21,21
225878000431,VIOTÁ,INSTITUTO DE PROMOCION SOCIAL LIBERIA VIOTA,52,50,47,47
225885001884,YACOPÍ,INSTITUCION EDUCATIVA DEPARTAMENTAL GERARDO BILBAO IBAMA YAC,5,4,4,4
225885001001,YACOPÍ,INSTITUCIÓN EDUCATIVA RURAL DEPARTAMENTAL TÉCNICO AGROPECUARIO,23,20,20,20
125885001596,YACOPÍ,INSTITUCION EDUCATIVA DEPARTAMENTAL EDUARDO SANTOS,27,28,28,28
225885002031,YACOPÍ,INSTITUCION EDUCATIVA DEPARTAMENTAL  LUIS CARLOS GALAN,33,35,35,35
225885000853,YACOPÍ,INSTITUCION  EDUCATIVA RURAL DEPARTAMENTAL URIEL MURCIA ,14,15,14,14
225885002074,YACOPÍ,INSTITUCION EDUCATIVA DEPTAL SAN RAFAEL,13,12,12,12
2258988,ZIPACÓN,INSTITUCIÓN EDUCATIVA RURAL DEPARTAMENTAL CARTAGENA ,11,10,10,10
125898000203,ZIPACÓN,INSTITUCION EDUCATIVA DEPARTAMENTAL ZIPACON,39,39,39,39
366170001944,DOSQUEBRADAS,COLEGIO CATÓLICO BALTASAR ALVAREZ R.,56,56,56,56
166170000116,DOSQUEBRADAS,INSTITUCION EDUCATIVA MARIA AUXILIADORA,74,73,73,73
166170000078,DOSQUEBRADAS,INSTITUCION EDUCATIVA PABLO SEXTO,108,106,104,104
366170002134,DOSQUEBRADAS,RODOLFO LLINAS,24,24,24,24
166170001023,DOSQUEBRADAS,INSTITUCION EDUCATIVA FABIO VASQUEZ BOTERO,100,98,95,95
366170000085,DOSQUEBRADAS,COLEGIO SALESIANO SAN JUAN BOSCO,78,76,75,75
166170001911,DOSQUEBRADAS,INSTITUCION EDUCATIVA EMPRESARIAL,109,107,104,104
166170000388,DOSQUEBRADAS,INSTITUCIÓN EDUCATIVA HOGAR  NAZARETH,32,31,30,30
366170001979,DOSQUEBRADAS,COLEGIO COLOMBO BRITANICO,20,19,19,19
166170000108,DOSQUEBRADAS,INSTITUCION EDUCATIVA SANTA JUANA DE LESTONNAC,167,165,161,161
266170000927,DOSQUEBRADAS,INSTITUCION EDUCATIVA AGUSTIN NIETO CABALLERO,70,69,68,68
166170000884,DOSQUEBRADAS,INSTITUCION EDUCATIVA SANTA ISABEL,92,88,85,85
166170000949,DOSQUEBRADAS,INSTITUCION EDUCATIVA NUESTRA SENORA DE GUADALUPE,100,99,98,98
166170000256,DOSQUEBRADAS,INSTITUCION EDUCATIVA POPULAR DIOCESANO,103,101,101,101
366170001251,DOSQUEBRADAS,INSTITUTO TECNOLOGICO DOSQUEBRADAS,42,42,41,41
166170001881,DOSQUEBRADAS,INSTITUCION EDUCATIVA BOSQUES DE LA ACUARELA,55,53,53,53
166170002496,DOSQUEBRADAS,INSTITUCION EDUCATIVA SANTA SOFIA,91,98,96,96
166170000159,DOSQUEBRADAS,INSTITUCION EDUCATIVA CRISTO REY,62,62,62,62
166170000728,DOSQUEBRADAS,INSTITUCION EDUCATIVA NUEVA GRANADA,69,68,64,64
366170002819,DOSQUEBRADAS,INSTITUTO EDUCATIVO SEMBRANDO ALTERNATIVAS,19,9,9,9
166170001716,DOSQUEBRADAS,INSTITUCION EDUCATIVA MANUEL ELKIN PATARROYO,90,88,85,85
266170000803,DOSQUEBRADAS,INSTITUCIÓN EDUCATIVA CARTAGENA,30,30,30,30
266170000854,DOSQUEBRADAS,INSTITUCIÓN EDUCATIVA  EDUARDO CORREA URIBE,20,16,16,16
166170003107,DOSQUEBRADAS,INSTITUCIÓN EDUCATIVA LOS ANDES,68,68,67,67
166170000027,DOSQUEBRADAS,INSTITUCION EDUCATIVA JUAN MANUEL GONZALEZ,89,90,88,88
366170001791,DOSQUEBRADAS,INSTITUTO PEDAGOGICO HORIZONTES,15,15,15,15
266170000846,DOSQUEBRADAS,INSTITUCIÓN EDUCATIVA ENRIQUE MILLAN RUBIO ,14,14,14,14
166170800104,DOSQUEBRADAS,INSTITUCIÓN EDUCATIVA MEGACOLEGIO BERNARDO LOPEZ PEREZ,66,61,60,60
115238000132,DUITAMA,INSTITUTO TECNICO INDUSTRIAL RAFAEL REYES-DUITAMA,167,165,163,163
315238000166,DUITAMA,COLEGIO SEMINARIO DIOCESANO,96,96,96,96
215238000331,DUITAMA,INSTITUTO TECNICO SAN ANTONIO DE PADUA,14,14,14,14
315238000948,DUITAMA,COLEGIO PEDAGOGICO LOS ALAMOS,13,11,11,11
315238001758,DUITAMA,INST. GESTION INFORMATICA Y GUIA ACADEMICA - GIGA,0,1,1,1
115238001775,DUITAMA,INSTITUTO TECNICO NUEVA FAMILIA.,58,58,57,57
315238001699,DUITAMA,COLEGIO NUESTRA SEÑORA DE GUADALUPE,0,35,29,29
115238000728,DUITAMA,COLEGIO BOYACA DE DUITAMA,94,95,95,95
115238000698,DUITAMA,COLEGIO GUILLERMO LEON VALENCIA,321,320,318,318
315238000964,DUITAMA,COLEGIO SAN JOSE DE CALASANZ,20,19,19,19
115238000931,DUITAMA,COLEGIO TECNICO MUNICIPAL SIMON BOLIVAR,92,85,83,83
315238001171,DUITAMA,GIMNASIO MODERNO SANTA SOFIA,20,20,20,20
315238000476,DUITAMA,COLEGIO MAYOR LEON XIII,0,25,23,23
315238001057,DUITAMA,COLEGIO JESUS MAESTRO,9,12,12,12
315238000158,DUITAMA,COLEGIO LA PRESENTACIÓN,143,142,141,141
315238000794,DUITAMA,COLEGIO JESUS EUCARISTIA,17,17,17,17
215238000731,DUITAMA,INSTITUTO TECNICO SANTO TOMAS DE AQUINO,220,219,216,216
115238001813,DUITAMA,COLEGIO NACIONALIZADO LA PRESENTACION,137,137,136,136
215238001141,DUITAMA,COLEGIO TECNICO MUNICIPAL FRANCISCO DE PAULA SANTANDER,69,69,65,65
315238000026,DUITAMA,COLEGIO SALESIANO,125,124,123,123
215238000412,DUITAMA,INSTITUCION EDUCATIVA AGROINDUSTRIAL FRANCISCO MEDRANO,5,5,5,5
215238000927,DUITAMA,INSTITUTO TECNICO JOSE MIGUEL SILVA PLAZAS,51,52,51,51
215238000315,DUITAMA,I.E. AGROINDUSTRIAL LA PRADERA,12,12,12,12
21523800051,DUITAMA,INSTITUCION EDUCATIVA SAN LUIS,24,23,20,20
31523800143,DUITAMA,COLEGIO CAMPESTRE SAN DIEGO,71,71,71,71
215238000421,DUITAMA,INSTITUCION EDUCATIVA QUEBRADA DE BECERRAS.,19,18,18,18
315238800031,DUITAMA,INSTITUTO FRANCESCO PETRARCA,0,19,16,16
105266000061,ENVIGADO,INSTITUCION EDUCATIVA MANUEL URIBE ANGEL,91,92,89,89
105266000924,ENVIGADO,INSTITUCION EDUCATIVA COMERCIAL DE ENVIGADO,117,116,114,114
105266000452,ENVIGADO,INSTITUCION EDUCATIVA LA PAZ,161,162,158,158
305266000052,ENVIGADO,UNIDAD EDUCATIVA SAN MARCOS,111,111,111,111
405266001631,ENVIGADO,COLEGIO MANUEL MEJIA VALLEJO,39,39,39,39
105266000312,ENVIGADO,INSTITUCION EDUCATIVA DARIO DE BEDOUT,52,52,50,50
105266000461,ENVIGADO,I.E. NORMAL SUPERIOR DE ENVIGADO,142,144,144,144
305266002128,ENVIGADO,COLEGIO ALCARAVANES,13,14,14,14
305266000095,ENVIGADO,LICEO FRANCISCO RESTREPO MOLINA                             ,67,66,66,66
305266000583,ENVIGADO,COLEGIO BENEDICTINO DE SANTA MARIA,65,65,65,65
305001014701,ENVIGADO,COLEGIO INTEGRADO LAURELES,12,12,12,12
305266000541,ENVIGADO,COLEGIO LA SALLE ENVIGADO,117,111,110,110
205266000392,ENVIGADO,INSTITUCION EDUCATIVA LAS PALMAS,41,40,40,40
305266001466,ENVIGADO,COL FONTAN,38,12,12,12
305266000591,ENVIGADO,COLEGIO TERESIANO,60,60,60,60
305266019969,ENVIGADO,INSTITUCION EDUCATIVA AVANZAR,18,19,19,19
305266001407,ENVIGADO,GIMNASIO INTEGRAL SANTA ANA,47,47,47,47
105266000363,ENVIGADO,INSTITUCION EDUCATIVA ALEJANDRO VELEZ BARRIENTOS,104,104,103,103
305001017085,ENVIGADO,GIMNASIO CAMPESTRE EL TESORO,18,16,16,16
105266000941,ENVIGADO,I.E. JOSE MANUEL RESTREPO VELEZ,133,133,129,129
305266000508,ENVIGADO,COLEGIO DE LA PRESENTACION - ENVIGADO,50,50,50,50
305266019977,ENVIGADO,POLITECNICO INTEGRAL COLOMBIANO,0,1,1,1
305266000036,ENVIGADO,COLOMBO BRITANICO,120,120,119,119
305266002071,ENVIGADO,COLEGIO DE CAPACITACIÓN DE ENVIGADO,0,1,1,1
105266001203,ENVIGADO,INSTITUCI¿N EDUCATIVA EL SALADO,64,66,65,65
105266000801,ENVIGADO,INSTITUCION EDUCATIVA JOSE MIGUEL DE LA CALLE,41,41,41,41
105266000282,ENVIGADO,INSTITUCION EDUCATIVA SAN VICENTE DE PAUL,18,18,18,18
205001013514,ENVIGADO,INSTITUCION EDUCATIVA  MARTIN EDUARDO RIOS LLANOS,14,14,13,13
105266000428,ENVIGADO,INSTITUCION EDUCATIVA MARIA POUSSEPIN,33,35,34,34
405266800037,ENVIGADO,COLEGIO HONTANARES,22,21,21,21
105266000207,ENVIGADO,INSTITUCION EDUCATIVA LETICIA ARANGO DE AVENDAÑO,60,59,59,59
405266800061,ENVIGADO,COLEGIO FRANCISCANO PALERMO DE SAN JOSE ,18,19,19,19
425269001373,FACATATIVÁ,COLEGIO INTEGRADO CAMPESTRE COLOMBIA HOY,17,18,18,18
32526900128,FACATATIVÁ,COLEGIO EL LIBERTADOR,24,25,25,25
325269003981,FACATATIVÁ,ESC DE DIRECCION ACADEMICA,0,1,1,1
325269001042,FACATATIVÁ,COL SANTA MARIA DE LA ESPERANZA,39,39,39,39
325269000305,FACATATIVÁ,COLEGIO SAN AGUSTIN                                             ,11,12,11,11
425269001306,FACATATIVÁ,LICEO CAMPESTRE FACATATIVA                                         ,12,12,12,12
325269001077,FACATATIVÁ,COL MILIT ACADEMIA GENERAL SANTANDER,0,2,2,2
325269003997,FACATATIVÁ,CORPORACION EDUCATIVA ARKOS U,0,1,1,1
225269000467,FACATATIVÁ,INSTITUCION EDUCATIVA MUNICIPAL TÉCNICA AGROPECUARIA POLICARPA SALAVARRIETA,0,55,54,54
325269004033,FACATATIVÁ,COL BOSTON                                                  ,0,12,12,12
225269000211,FACATATIVÁ,I.E.M. JUAN XXIII TÉCNICA EN ADMINISTRACIÓN AGROPECUARIA Y PROCESOS INDUSTRIALES,65,65,64,64
125269001183,FACATATIVÁ,INSTITUCION EDUCATIVA MUNICIPAL LA ARBOLEDA,92,91,87,87
325269001328,FACATATIVÁ,COLEGIO MAYOR DE OCCIDENTE                                      ,49,49,49,49
125269000055,FACATATIVÁ,INSTITUCION EDUCATIVA MUNICIPAL JOHN FITZGERALD KENNEDY,91,94,93,93
225269000688,FACATATIVÁ,INSTITUCION EDUCATIVA MUNICIPAL EMILIO CIFUENTES,175,175,173,173
125269001124,FACATATIVÁ,INSTITUCION EDUCATIVA MUNICIPAL TÉCNICO EMPRESARIAL CARTAGENA,129,126,118,118
325269001166,FACATATIVÁ,LIC PSICOPEDAGOGICO MAYOR DE CUNDINAMARCA,23,23,23,23
225269000475,FACATATIVÁ,INSTITUCION EDUCATIVA MUNICIPAL MANABLANCA,79,79,75,75
125269000519,FACATATIVÁ,INSTITUCION EDUCATIVA MUNICIPAL MANUELA AYALA DE GAITAN,136,127,123,123
325269000445,FACATATIVÁ,COLEGIO EMPRESARIAL LOS ANDES                                   ,18,16,16,16
325269000283,FACATATIVÁ,INSTITUCION EDUCATIVA MUNICIPAL TÉCNICA COMERCIAL SANTA RITA,0,112,112,112
325269000313,FACATATIVÁ,COLEGIO SEMINARIO SAN JUAN APOSTOL,33,33,33,33
125269003712,FACATATIVÁ,INSTITUCION EDUCATIVA MUNICIPAL SILVERIA ESPINOSA DE RENDON,59,62,61,61
125269000357,FACATATIVÁ,INSTITUCION EDUCATIVA MUNICIPAL INSTITUTO TECNICO INDUSTRIAL,146,146,142,142
325269000895,FACATATIVÁ,COLEGIO EL MUNDO JOVEN,24,25,22,22
325269000992,FACATATIVÁ,COLEGIO GIMNASIO CERVANTES,33,33,32,32
425269004259,FACATATIVÁ,LICEO FEMENINO NUESTRA SEÑORA DEL PILAR,18,18,18,18
325269003854,FACATATIVÁ,COL MIGUEL ANGEL CORNEJO                                    ,0,9,6,6
32526900064,FACATATIVÁ,NUEVO COL GARCIA  DE LORENZO,16,18,18,18
325269004289,FACATATIVÁ,FUNDACIÓN EDUCATIVA SURAMERICANA S.A.S FESUR ,0,15,14,14
325269004319,FACATATIVÁ,LICEO CAMPESTRE FACATATIVA  SEDE URBANA,28,28,28,28
325269004327,FACATATIVÁ,INSTITUTO NACIONAL PSICOPEDAGOGICO ANDRES BELLO,0,15,13,13
425269004372,FACATATIVÁ,GIMNASIO EL RENUEVO,9,8,8,8
425269004241,FACATATIVÁ,COLEGIO FERVAN CAMPESTRE,27,27,27,27
32526900372,FACATATIVÁ,CENTRO EDUCATIVO DE FORMACION INTEGRAL SEMBRADORES DE PAZ,12,12,12,12
325269003703,FACATATIVÁ,GIMNASIO JOLIBERT                                               ,21,21,21,21
325269000976,FACATATIVÁ,NUEVO LICEO GRANCOLOMBIANO,33,33,33,33
325269004351,FACATATIVÁ,INSTITUTO MARIO LUIS RODRIGUEZ COBOS,0,10,6,6
283001000561,FLORENCIA,INSTITUCION EDUCTIVA RURAL SANTANDER,17,14,12,12
218001002835,FLORENCIA,INSTITUCION EDUCATIVA RURAL AVENIDA EL CARAÑO,19,18,18,18
18300100094,FLORENCIA,INSTITUCION EDUCATIVA NORMAL SUPERIOR,178,175,170,170
183001000931,FLORENCIA,INSTITUCION EDUCATIVA LA SALLE,62,59,58,58
283001000103,FLORENCIA,INSTITUCION EDUCATIVA VILLA HERMOSA 2,5,5,5,5
183001001954,FLORENCIA,INSTITUCION EDUCATIVA BARRIOS UNIDOS DEL SUR,50,49,49,49
183001000923,FLORENCIA,INSTITUCION EDUCATIVA SAN FRANCISCO DE ASIS,88,78,75,75
318001000225,FLORENCIA,DOMINGO SAVIO,38,38,38,38
183001001946,FLORENCIA,INSTITUCION EDUCATIVA LOS PINOS,27,26,25,25
318001003768,FLORENCIA,INFORPH,0,23,23,23
318001002805,FLORENCIA,COMFACA,54,53,53,53
318001003822,FLORENCIA,CENT. DE EDUC. PADRE LUIS DE RIZ,0,3,3,3
183001000991,FLORENCIA,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL,130,121,121,121
183001000737,FLORENCIA,INSTITUCION EDUCATIVA JUAN BAUSTISTA LA SALLE,57,55,54,54
18300100158,FLORENCIA,INSTITUCION EDUCATIVA SAGRADOS CORAZONES,78,74,74,74
183001001598,FLORENCIA,INSTITUCION EDUCATIVA JUAN BAUTISTA MIGANI,72,70,68,68
218001000921,FLORENCIA,INSITUCION EDUCATIVA JOSE ANTONIO GALAN,22,22,21,21
283001002092,FLORENCIA,INSTITUCION EDUCATIVA RURAL NUEVA JERUSALEM,7,7,7,7
318001002961,FLORENCIA,LICEO SUPERIOR PRIMERAS LUCES,43,43,43,43
118001000471,FLORENCIA,INSTITUTO TECNICO AGROINDUSTRIAL DE LA AMAZONIA,43,43,40,40
318001003879,FLORENCIA,COLEGIO ANDAKI,0,1,1,1
183001001571,FLORENCIA,INSTITUCION EDUCATIVA LOS ANDES,54,50,49,49
318001000152,FLORENCIA,CORP EDUC AMIGOS INSTITUTO JEAN PIAGET,21,20,20,20
183001002217,FLORENCIA,INSTITUCION EDUCATIVA JORGE ELIECER GAITAN,168,158,156,156
118001003152,FLORENCIA,INSTITUCION EDUCATIVA CIUDADELA SIGLO XXI,56,56,56,56
183001000826,FLORENCIA,INSTITUCION EDUCATIVA ANTONIO RICAURTE,114,112,109,109
318001004077,FLORENCIA,COLEGIO PEDAGÓGICO DE COLOMBIA,0,42,33,33
283001000375,FLORENCIA,INSTITUCION EDUCATIVA RURAL PUERTO ARANGO,17,16,16,16
283001001614,FLORENCIA,INSTITUCION EDUCATIVA EL SALITRE,21,20,20,20
318001003925,FLORENCIA,COLEGIO CRISTIANO MARANATA,20,20,20,20
318001003775,FLORENCIA,ATENEO AUTONOMO DE FLORENCIA,0,3,3,3
118001002903,FLORENCIA,INSTITUCION EDUCATIVA BELLO HORIZONTE,70,72,70,70
218001003017,FLORENCIA,INSTITUCION EDUCATIVA COLEGIO AGROECOLOGICO AMAZONICO BUINAIMA,52,47,45,45
118001002776,FLORENCIA,INSTITUCION EDUCATIVA DIVINO NIÑO,25,25,25,25
218001000271,FLORENCIA,INSTITUCION EDUCATIVA RURAL LA LIBERTAD,2,2,2,2
283001000634,FLORENCIA,IE RURAL REMOLINO ALTO ORTEGUAZA,6,7,7,7
318001001906,FLORENCIA,GIMNASIO CAMPESTRE DE FLORENCIA,18,18,18,18
318001004115,FLORENCIA,IMPERIAL EAGLES BILINGUAL SCHOOL,4,4,4,4
118001004191,FLORENCIA,INSTITUCION EDUCATIVA LA ESPERANZA,55,56,54,54
2830010006,FLORENCIA,INSTITUCION EDUCATIVA RURAL BAJO CALDAS,0,8,8,8
318001003178,FLORENCIA,INSTITUCION EDUCATIVA JORGE ISAACS,26,26,26,26
368276002144,FLORIDABLANCA,GIMNASIO NUEVA INGLATERRA,1,2,2,2
168276001904,FLORIDABLANCA,COLEGIO GONZALO JIMENEZ NAVAS,116,115,110,110
16827600038,FLORIDABLANCA,INSTITUTO RAFAEL POMBO,116,115,113,113
168276001882,FLORIDABLANCA,COLEGIO TECNICO MICROEMPRESARIAL EL CARMEN,121,119,117,117
368276000028,FLORIDABLANCA,COL. NUESTRA SEÑORA DEL ROSARIO,81,79,79,79
16827600072,FLORIDABLANCA,COL TEC VICENTE AZUERO,252,250,242,242
168276001394,FLORIDABLANCA,INST INTEGD SAN BERNARDO,67,66,66,66
36800100287,FLORIDABLANCA,COLEGIO SAN PATRICIO,15,20,20,20
168276000151,FLORIDABLANCA,INST JOSE ANTONIO GALAN,85,83,81,81
368001005771,FLORIDABLANCA,GIMN SAN DIEGO,15,15,15,15
368276000036,FLORIDABLANCA,COL AGUSTINIANO,69,69,69,69
368276000303,FLORIDABLANCA,COL REINA DE LA PAZ,63,63,63,63
368276001555,FLORIDABLANCA,COL INTEGD SAN JOSE,14,22,20,20
368276001563,FLORIDABLANCA,COL SANTA ISABEL DE HUNGRIA,71,70,70,70
168276001912,FLORIDABLANCA,COLEGIO METROPOLITANO DEL SUR,96,95,94,94
368001005861,FLORIDABLANCA,GLENN DOMAN ESCUELA PRECOZ,15,14,14,14
268276000201,FLORIDABLANCA,COLEGIO ECOLOGICO DE FLORIDABLANCA,35,34,34,34
16827600105,FLORIDABLANCA,INSTITUTO GABRIEL GARCIA MARQUEZ,57,58,58,58
16827600007,FLORIDABLANCA,INSTITUTO EMPRESARIAL GABRIELA MISTRAL,161,159,158,158
26827600004,FLORIDABLANCA,INSTITUTO AGROEPCUARIO GUSTAVO DUARTE ALEMAN,28,28,28,28
168276001891,FLORIDABLANCA,COLEGIO ISIDRO CABALLERO DELGADO,85,77,73,73
368276002217,FLORIDABLANCA,COL CAMPESTRE GOYAVIER,51,49,48,48
368001002411,FLORIDABLANCA,FUND COL UIS,72,73,73,73
368276001296,FLORIDABLANCA,INST SANTA TERESITA,109,101,101,101
168276000134,FLORIDABLANCA,INSTITUTO TECNICO LA CUMBRE,113,112,110,110
16827600041,FLORIDABLANCA,COLEGIO TECNICO INDUSTRIAL JOSE ELIAS PUYANA,312,316,312,312
168276000096,FLORIDABLANCA,INST MADRE DEL BUEN CONSEJO,114,112,110,110
368276001504,FLORIDABLANCA,COL TEC COMERCIAL YAREGUI,21,19,19,19
368276002659,FLORIDABLANCA,CENT EDUCATIVO INTEGRAL COLOMBIANO,0,14,12,12
368276002136,FLORIDABLANCA,COLEGIO PARROQUIAL SANTA LUCIA,14,12,12,12
368276005984,FLORIDABLANCA,COL. CAMP. NUEVO FRANCIS,6,7,7,7
168276002404,FLORIDABLANCA,INSTITUTO COMUNITARIO MINCA,71,70,70,70
368276001474,FLORIDABLANCA,COL  SEMILLERO DOS MIL,14,14,14,14
368276001482,FLORIDABLANCA,COLEGIO ANDALUCIA,23,21,21,21
368276001547,FLORIDABLANCA,CENT. EDUC.CAJASAN LAGOS,76,75,74,74
3682760029,FLORIDABLANCA,COLEGIO PEDAGOGICO CAMPESTRE FLORIDABLANCA,22,23,23,23
368276001725,FLORIDABLANCA,GIMN COLOMBIANITOS DEL MAÑANA,25,23,23,23
468276800037,FLORIDABLANCA,COLEGIO GIMNASIO ALDEBARAN,11,10,10,10
325286000149,FUNZA,I E SANTA ANA                                               ,91,89,89,89
32528600084,FUNZA,COLEGIO INGLES NUEVA INGLATERRA,78,78,77,77
325286000289,FUNZA,COLEGIO COOPERATIVO COMUNAL DE FUNZA,66,67,67,67
325286000637,FUNZA,LICEO TECNICO COMERCIAL ALONSO DE OJEDA,29,28,28,28
325286000823,FUNZA,COL CRISTIANO INTEGRAL,30,30,30,30
325286000181,FUNZA,COL NUESTRA SEÑORA DEL ROSARIO FUNZA,38,39,39,39
225286000012,FUNZA,INSTITUCION EDUCATIVA DEPARTAMENTAL TECNICO AGROPECUARIA SAN RAMON,111,111,109,109
325286000165,FUNZA,COL PARROQUIAL SANTIAGO APOSTOL,57,55,55,55
325286000602,FUNZA,COL MILIT CORONEL JUAN JOSE RONDON,37,37,36,36
125286001111,FUNZA,INSTITUCION EDUCATIVA TECNICA BICENTENARIO,85,86,86,86
325286000815,FUNZA,GIMNASIO CRISTIANO DE CUNDINAMARCA,24,22,22,22
125286000611,FUNZA,INSTITUCION EDUCATIVA DEPARTAMENTAL DE  FUNZA,117,202,196,196
425286000739,FUNZA,INSTITUCION EDUCATIVA NOGALES COUNTRY SCHOOL,31,31,31,31
325286000335,FUNZA,"COLEGIO TECNICO INDUSTRIAL ""CORAZON DE MARIA""",33,33,33,33
32528600098,FUNZA,COL CENT DE LA INST SISTEMATIZADA C.E.I.S.,0,9,7,7
125286000697,FUNZA,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL MIGUEL ANTONIO CARO,165,161,157,157
32528600053,FUNZA,INST DE ENSEÑANZA PERSONALIZADA I.D.E.P,30,30,29,29
325286000858,FUNZA,COL DE FORMACION INTEGRAL SEMBRADORES DE PAZ,18,18,18,18
325286001161,FUNZA,FUNDACIÓN COLOMBIA APRENDE,0,1,1,1
325286000921,FUNZA,COLEGIO MAYOR CREATIVISTA,18,17,17,17
325286000742,FUNZA,LIC MODERNO DE FUNZA                                        ,19,20,20,20
325286001081,FUNZA,FUNDACIÓN CRECIENDO POR COLOMBIA,8,8,8,8
325286001242,FUNZA,COLEGIO PEDAGOGICO SAN JOSE DE CALAZANS,18,17,17,17
325286800081,FUNZA,COLEGIO PEDAGOGICO SAN JUAN BOSCO,59,59,59,59
325290001214,FUSAGASUGÁ,COLEGIO FUNDACION MANUEL AYA,50,50,50,50
425290001979,FUSAGASUGÁ,ACAD PANTANO DE VARGAS,37,35,35,35
125290002246,FUSAGASUGÁ,INSTITUCION EDUCATIVA MUNICIPAL CIUDAD EBEN EZER,61,67,66,66
225290000914,FUSAGASUGÁ,INSTITUCION EDUCATIVA MUNICIPAL INTEGRAL DEL SUMAPAZ,0,23,22,22
125290001355,FUSAGASUGÁ,INSTITUCION EDUCATIVA MUNICIPAL JOSE CELESTINO MUTIS,76,70,68,68
32529000003,FUSAGASUGÁ,COL RICAURTE,59,59,59,59
325290001915,FUSAGASUGÁ,INST ACAD NUEVA VISION,39,37,37,37
325290001842,FUSAGASUGÁ,GIMNASIO CAMPESTRE DE FUSAGASUGA,25,23,22,22
225290000604,FUSAGASUGÁ,INSTITUCION EDUCATIVA MUNICIPAL INST. TECNICO AGRICOLA VALSALICE,83,83,83,83
325290001851,FUSAGASUGÁ,COLEGIO HIMALAYA H.S. -HIMALAYA SCHOOL,66,65,64,64
125290000049,FUSAGASUGÁ,INSTITUCION EDUCATIVA MUNICIPAL TECNICO TEODORO AYA VILLAVECES,170,167,163,163
125290000103,FUSAGASUGÁ,INSTITUCION EDUCATIVA MUNICIPAL CARLOS LOZANO Y LOZANO,229,229,225,225
225290001198,FUSAGASUGÁ,INSTITUCION EDUCATIVA MUNICIPAL GUAVIO BAJO,30,31,31,31
325290002128,FUSAGASUGÁ,COLEGIO BOSTON,0,3,2,2
325290002135,FUSAGASUGÁ,COL CENCOV CIENCIA Y CULTURA,0,25,22,22
325290000064,FUSAGASUGÁ,INST SANTANDER,49,49,49,49
125290001118,FUSAGASUGÁ,INSTITUCION EDUCATIVA MUNICIPAL TECNICO DE  ACCION COMUNAL,103,102,101,101
225290001643,FUSAGASUGÁ,INSTITUCION EDUCATIVA MUNICIPAL LUIS CARLOS  GALAN SARMIENTO,23,23,23,23
325290001265,FUSAGASUGÁ,GIMANASIO  AMERICANO,9,9,9,9
225290001317,FUSAGASUGÁ,INSTITUCION EDUCATIVA MUNICIPAL FRANCISCO JOSE DE CALDAS,26,26,26,26
125290000839,FUSAGASUGÁ,INSTITUCION EDUCATIVA MUNICIPAL INST. TECNICO INDUSTRIAL,249,250,247,247
