codigo_dane,pai_et_municipios,establecimientos_educativos,matriculados,registrados,presentes,publicados
313836000518,TURBACO,COLEGIO SAN JOSE DE TURBACO,31,31,31,31
113836000241,TURBACO,INSTITUCION EDUCATIVA  DOCENTE DE TURBACO,234,228,227,227
213836000696,TURBACO,CENTRO EDUCATIVO DE AGUAS PRIETAS,5,4,4,4
113836000039,TURBACO,INSTITUCION EDUCATIVA CUARTA POZA DE MANGA,71,71,69,69
313836000992,TURBACO,COLEGIO SAGRADO CORAZON DE JESUS,32,32,32,32
113836000781,TURBACO,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA LA BUENA ESPERANZA,88,80,75,75
313836000763,TURBACO,COLEGIO LA NUEVA ESPERANZA,35,35,35,35
113836000021,TURBACO,INSTITUCION EDUCATIVA CRISANTO LUQUE,194,180,175,175
113836000373,TURBACO,INSTITUCION EDUCATIVA FELIPE SANTIAGO ESCOBAR,43,35,29,29
313836000178,TURBACO,COL EL NINO JESUS,25,25,24,24
113836000071,TURBACO,INSTITUCION EDUCATIVA TECNICA ALFONSO LOPEZ PUMAREJO,84,80,79,79
313836001026,TURBACO,C.E. QUERIDOS AMIGOS,28,27,26,26
413836001128,TURBACO,CORPORACION BEVERLY HILLS,16,16,16,16
31383600064,TURBACO,COORPORACION EDUCATIVA COLEGIO EL MUNDO DE LOS NIÑOS GIMNASIO DEL VALLE,27,27,27,27
313836001085,TURBACO,CORPORACION EDUCATIVA LA CONCEPCION,53,53,53,53
313836000739,TURBACO,GIMNASIO MODERNO VILLA DEL NORTE,47,47,47,47
313836800158,TURBACO,INSTITUTO IBEROAMERICANO,0,18,16,16
31383680014,TURBACO,INSTITUCION EDUCATIVA EL RODEO,28,29,29,29
313836001182,TURBACO,FUNDETEC,0,2,2,2
313836800212,TURBACO,COORPORACION EDUCATIVA COLEGIO SANTA MARIA DEL VALLE,12,12,12,12
313836800051,TURBACO,CORPORACION EDUCATIVA COLEGIO GIMNASIO CAMPESTRE,12,14,14,14
213838000049,TURBANÁ,INSTITUCIÓN EDUCATIVA DE BALLESTAS,35,35,35,35
113838000087,TURBANÁ,INSTITUCIÓN EDUCATIVA TÉCNICA INDUSTRIAL DE TURBANA,79,78,76,76
11383800001,TURBANÁ,INSTITUCIÓN EDUCATIVA MARCOS FIDEL SUAREZ,101,101,100,100
313838000205,TURBANÁ,LICEO MIXTO DE TURBANA,0,18,18,18
113873000103,VILLANUEVA,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE VILLANUEVA,90,86,86,86
113873000006,VILLANUEVA,INSTITUCIÓN EDUCATIVA TÉCNICA INDUSTRIAL MOISES CABEZA JUNCO,158,158,156,156
213873000019,VILLANUEVA,INSTITUCIÓN EDUCATIVA DE ZIPACOA,27,27,27,27
313894000072,ZAMBRANO,INSTITUCIÓN EDUCATIIVA TÉCNICA AGROPECUARIA ERASMO DONADO LLANOS,47,39,39,39
113894000031,ZAMBRANO,INSTITUCIÓN EDUCATIVA TÉCNICA ACUÍCOLA SAGRADO CORAZON DE JESÚS,44,41,41,41
113894000065,ZAMBRANO,INSTITUCIÓN EDUCATIVA TÉCNICA EN INFORMATICA ANIBAL NOGUERA MENDOZA,77,53,53,53
315022000196,ALMEIDA,I.E. ENRIQUE SUAREZ,15,15,15,15
215047000153,AQUITANIA,IE SUSE,20,20,20,20
215047000099,AQUITANIA,I.E. REGION SUR DE AQUITANIA,4,4,4,4
115047000019,AQUITANIA,I.E. TECNICA RAMON IGNACIO AVELLA,0,141,140,140
21504700017,AQUITANIA,I.E. TOQUILLA,11,11,11,11
115051000155,ARCABUCO,I.E.T. ALEJANDRO DE HUMBOLDT,0,67,66,66
115087000011,BELÉN,I.E. TECNICA SUSANA GUILLEMIN,85,83,81,81
115087000208,BELÉN,I.E.T. CARLOS ALBERTO OLANO VALDERRAMA,43,39,35,35
315090000064,BERBEO,I.E. CAMPO ELIAS CORTES,0,22,22,22
215092000041,BETÉITIVA,I.E. TECNICA NUESTRA SEÑORA DE LA O,15,15,15,15
215092000105,BETÉITIVA,I.E.T. AGROPECUARIO SANTA RITA DE CASIA,0,5,5,5
115097000036,BOAVITA,I.E. TECNICA Y ACADEMICA NUESTRA SEÑORA DEL ROSARIO,0,26,26,26
115097000265,BOAVITA,I.E. TECNICO INDUSTRIAL MARISCAL SUCRE,0,16,16,16
115097000028,BOAVITA,I.E. TECNICO AGRICOLA,15,15,15,15
115104000128,BOYACÁ,I.E. DE BOYACA,42,40,40,40
215104000092,BOYACÁ,I.E. TECNICA AGROPECUARIA SAN ISIDRO,0,13,13,13
315106000124,BRICEÑO,I.E.T. MANUEL BRICEÑO,0,23,22,22
115109000363,BUENAVISTA,I.E. JOSE MARIA SILVA SALAZAR,54,51,51,51
215109000163,BUENAVISTA,I.E. TECNICA AGROPECUARIA LA GRANJA,13,13,13,13
115114000011,BUSBANZÁ,I.E. ECOLOGICO DE BUSBANZA,6,6,6,6
115131000172,CALDAS,I.E. FRANCISCO JOSE DE CALDAS,35,35,35,35
415131000141,CALDAS,I.E. AGRICOLA ANTONIO NARIÑO,0,10,10,10
215135000236,CAMPOHERMOSO,I.E. TECNICA MARIA AUXILIADORA,9,8,8,8
315135000338,CAMPOHERMOSO,I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO,0,25,25,25
11516200012,CERINZA,I.E. DE CERINZA,59,56,56,56
21517200005,CHINAVITA,I.E. JUAN DE JESUS ACEVEDO,5,6,4,4
31517200002,CHINAVITA,I.E. TECNICA NUESTRA SEÑORA DE NAZARETH,0,18,18,18
215176000101,CHIQUINQUIRÁ,I.E. NORMAL SUPERIOR SOR JOSEFA DEL CASTILLO Y GUEVARA,180,179,177,177
315176000644,CHIQUINQUIRÁ,COLEGIO SEMINARIO MENOR DIOCESANO,16,16,16,16
31517600111,CHIQUINQUIRÁ,IE ALBERT EINSTEIN,0,5,5,5
115176000033,CHIQUINQUIRÁ,I.E. TECNICA PIO ALBERTO FERRO PEÑA,66,63,63,63
115176000084,CHIQUINQUIRÁ,I.E. TECNICO INDUSTRIAL JULIO FLOREZ,147,140,138,138
315176001072,CHIQUINQUIRÁ,COLEGIO BOLIVARIANO,0,1,1,1
215176001131,CHIQUINQUIRÁ,I.E. TECNICA LOS COMUNEROS,0,28,28,28
115176000041,CHIQUINQUIRÁ,I.E. LICEO NACIONAL JOSE JOAQUIN CASAS,164,162,160,160
315176000997,CHIQUINQUIRÁ,CENTRO DE ENSEÑANZA PRECOZ CAMINO AL SABER,21,21,21,21
315176000016,CHIQUINQUIRÁ,I.E. TECNICO COMERCIAL SAGRADO CORAZON DE JESUS,153,153,151,151
315176000067,CHIQUINQUIRÁ,COLEGIO DE EDUCACION BASICA Y MEDIA TECNICA NUESTRA SEÑORA DE NAZARETH,41,41,41,41
315176000971,CHIQUINQUIRÁ,COL MILITAR CORONEL FRAY JOSE IGNACIO MARIÑO,13,12,12,12
315176000857,CHIQUINQUIRÁ,COLEGIO MONTESSORI,18,18,18,18
315176001004,CHIQUINQUIRÁ,GIMNASIO CAMPESTRE EL BOSQUE,10,10,10,10
315176001152,CHIQUINQUIRÁ,LICEO COLOMBO INGLES  CI ,10,10,10,10
215180000051,CHISCAS,I.E. LAS CAÑAS,10,10,10,10
215180000034,CHISCAS,I.E. LAS MERCEDES,13,11,11,11
115180000013,CHISCAS,I.E.T. AGROPECUARIO,0,21,21,21
215180000174,CHISCAS,I.E. JAIME RUIZ CARRILLO,3,3,3,3
115183000391,CHITA,I.E. JOSE MARIA POTIER,31,48,45,45
21518300006,CHITA,I.E. EL MORAL,15,15,15,15
215183000337,CHITA,I.E. JESUS EMILIO JARAMILLO MONSALVE,19,19,18,18
115183000022,CHITA,I.E. NORMAL SUPERIOR SAGRADO CORAZON,36,37,35,35
315185000169,CHITARAQUE,I.E. SAN PEDRO CLAVER,73,71,69,69
315187000069,CHIVATÁ,I.E. AGROPECUARIO,0,25,25,25
215189000061,CIÉNEGA,I.E. SANTO DOMINGO SAVIO,0,11,11,11
115189000148,CIÉNEGA,I.E. JOSE CAYETANO VASQUEZ,48,47,47,47
315001003444,CÓMBITA,COUNTRY BILINGUAL SCHOOL,33,31,31,31
215204000294,CÓMBITA,I.E. SAN FRANCISCO,0,9,9,9
115204000176,CÓMBITA,I.E. INTEGRADO,76,76,76,76
215204000278,CÓMBITA,I.E. SANTA BARBARA,0,9,9,9
415204800001,CÓMBITA,GIMNASIO CAMBRIDGE - SEDE PRINCIPAL,6,6,6,6
215212000112,COPER,I.E. SAN MIGUEL,7,7,7,7
115212000266,COPER,I.E. JUANA CAPORAL,18,19,19,19
315215000029,CORRALES,I.E. JUAN JOSE SAMANIEGO,0,28,28,28
115218000209,COVARACHÍA,I.E. SAN LUIS BELTRAN,0,25,25,25
315223000119,CUBARÁ,I.E. TECNICA NACIONALIZADA PABLO VI,0,54,54,54
215223000076,CUBARÁ,CE INDIGENA EL CHUSCAL,4,4,4,4
115224000067,CUCAITA,I.E. SAN FELIPE,0,43,42,42
215224000011,CUCAITA,I.E. TECNICA PIJAOS,21,22,22,22
115226000056,CUÍTIVA,I.E. SANTO DOMINGO SAVIO,24,24,24,24
215232000135,CHÍQUIZA,I.E.T. SAN PEDRO DE IGUAQUE,0,29,29,29
21523200002,CHÍQUIZA,I.E. EL CERRO,0,12,12,12
11502200026,CHIVOR,I.E.T. AGROPECUARIO LA ESMERALDA,24,24,24,24
115244000012,EL COCUY,I.E. JOSE SANTOS GUTIERREZ,45,44,43,43
215244000131,EL COCUY,I.E. EL CARDON,8,8,8,8
215248000208,EL ESPINO,I.E. CASCAJAL,16,16,16,16
115248000017,EL ESPINO,I.E. TECNICA HECTOR JULIO RANGEL,0,26,26,26
11527200001,FIRAVITOBA,I.E.T. DE FIRAVITOBA,0,62,62,62
215272000197,FIRAVITOBA,I.E. TECNICA AGROPECUARIA SAN ANTONIO,0,13,12,12
115276000014,FLORESTA,I.E. HECTOR JULIO RANGEL QUINTERO,0,42,41,41
315293000141,GACHANTIVÁ,I.E. JUAN JOSE NEIRA,0,43,41,41
115296000011,GÁMEZA,I.E. JUAN JOSE REYES PATRIA,0,59,59,59
215296000058,GÁMEZA,I.E. SAZA,11,10,10,10
115299000038,GARAGOA,I.E.T. SAN LUIS,78,98,96,96
115299000011,GARAGOA,I.E. TECNICO INDUSTRIAL MARCO AURELIO BERNAL,0,69,69,69
315299000428,GARAGOA,LICEO MODERNO JEAN PIAGET,15,15,15,15
315299800009,GARAGOA,INSTITUTO SANTA SOFIA,0,19,13,13
115317000016,GUACAMAYAS,I.E.T. SAN DIEGO DE ALCALA,0,24,24,24
115322000016,GUATEQUE,I.E.TÉCNICA ENRIQUE OLAYA HERRERA,99,94,94,94
115322000024,GUATEQUE,I.E. TECNICA VALLE DE TENZA,69,67,66,66
215325000089,GUAYATÁ,I.E. SOCHAQUIRA ABAJO,12,12,12,12
215325000321,GUAYATÁ,I.E. TÉCNICA LAS MERCEDES,0,32,32,32
115332000294,GÜICÁN DE LA SIERRA,I.E. NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,65,66,65,65
315362000093,IZA,I.E. TECNICA SERGIO CAMARGO,0,7,7,7
115367000017,JENESANO,I.E.T. COMERCIAL,0,96,96,96
115368000151,JERICÓ,I.E. LOPEZ QUEVEDO,0,42,42,42
115377000015,LABRANZAGRANDE,I.E. TECNICA VALENTIN GARCIA,4,20,20,20
315380000114,LA CAPILLA,I.E. LA CANDELARIA,30,28,28,28
315401000276,LA VICTORIA,I.E. ALFONSO LOPEZ PUMAREJO,18,18,17,17
115403000011,LA UVITA,I.E. NUESTRA SEÑORA DE LAS MERCEDES,0,22,21,21
415403000197,LA UVITA,I.E. TECNICA AGROINDUSTRIAL CUSAGUI,9,9,9,9
115407000023,VILLA DE LEYVA,I.E. TECNICA Y ACADEMICA ANTONIO NARIÑO,87,86,84,84
215407000087,VILLA DE LEYVA,IE LUIS CARLOS GALAN,0,17,17,17
315407000286,VILLA DE LEYVA,COL DULCE CORAZON DE MARIA,16,16,16,16
315407000359,VILLA DE LEYVA,GIMNASIO CAMPESTRE SANTO DOMINGO,15,15,15,15
115407000015,VILLA DE LEYVA,I.E. TEC IND ANTONIO RICAURTE,0,56,54,54
315407000243,VILLA DE LEYVA,INSTITUCION EDUCATIVA NUEVA ERA,10,10,10,10
115425000014,MACANAL,I.E. TECNICA JAIME CAMPOS JACOME DE MACANAL,41,41,40,40
215442000065,MARIPÍ,I.E. TECNICA ZULIA DE MARIPI,12,12,12,12
215442000057,MARIPÍ,I.E. LA CABAÑA,14,14,14,14
315442000264,MARIPÍ,I.E. JORGE ELIECER GAITAN,44,42,41,41
