codigo_dane,pai_et_municipios,establecimientos_educativos,promedio,comparacion_pcn,desviacion,comparacion_dcn,desempeno_1,desempeno_2,desempeno_3,desempeno_4,aprendizaje_1,aprendizaje_2,aprendizaje_3,aprendizaje_4,aprendizaje_5,aprendizaje_6,aprendizaje_7,aprendizaje_8,aprendizaje_9,aprendizaje_10,aprendizaje_11,aprendizaje_12,aprendizaje_13,aprendizaje_14,aprendizaje_15,aprendizaje_16,aprendizaje_17,aprendizaje_18,aprendizaje_19,aprendizaje_20,aprendizaje_21,aprendizaje_22,aprendizaje_23,aprendizaje_24,aprendizaje_25,aprendizaje_26,Competencia
311001006067,BOGOTÁ D.C.,GIMN CHARLES DE GAULLE,56,Similar,9,Similar,7%,36%,56%,2%,28%,50%,27%,40%,57%,17%,39%,49%,40%,23%,21%,49%,18%,50%,34%,44%,31%,59%,41%,40%,35%,N.D.,49%,32%,41%,39%,Ciencias Naturales
311279000043,BOGOTÁ D.C.,CENTRO DE ENSEÑANZA MEDIA COMERCIAL NUESTRA SEÑORA DEL CARMEN,60,Similar,7,Similar,0%,21%,72%,7%,18%,37%,31%,30%,51%,21%,27%,36%,43%,28%,9%,36%,28%,41%,32%,35%,23%,42%,29%,40%,25%,N.D.,48%,19%,34%,36%,Ciencias Naturales
111001075329,BOGOTÁ D.C.,COLEGIO MARIA MERCEDES CARRANZA (IED),50,Similar,8,Similar,13%,61%,26%,0%,39%,61%,34%,50%,64%,31%,45%,55%,54%,36%,30%,59%,38%,61%,47%,58%,44%,69%,58%,54%,43%,N.D.,65%,42%,51%,51%,Ciencias Naturales
311001104905,BOGOTÁ D.C.,COL CENT DE INSTRUCCION SISTEMATIZADA CEIS,45,Mayor,7,Similar,33%,67%,0%,0%,67%,43%,50%,88%,67%,17%,50%,60%,71%,100%,38%,71%,75%,71%,44%,56%,40%,67%,60%,80%,44%,N.D.,67%,67%,75%,57%,Ciencias Naturales
111001015806,BOGOTÁ D.C.,COLEGIO JORGE GAITAN CORTES (IED),52,Similar,8,Similar,8%,57%,35%,1%,41%,50%,34%,44%,63%,29%,39%,58%,51%,21%,26%,53%,24%,56%,44%,53%,39%,67%,55%,53%,40%,N.D.,63%,41%,45%,49%,Ciencias Naturales
311001104841,BOGOTÁ D.C.,COLEGIO INETEC,44,Mayor,0,Mayor,0%,100%,0%,0%,100%,50%,0%,50%,80%,67%,0%,75%,100%,0%,100%,100%,100%,0%,0%,100%,100%,100%,100%,33%,0%,N.D.,100%,0%,100%,50%,Ciencias Naturales
311001104867,BOGOTÁ D.C.,COLEGIO INSCAP,49,Similar,10,Similar,20%,60%,20%,0%,33%,52%,33%,60%,67%,21%,33%,67%,55%,25%,44%,54%,44%,54%,44%,75%,26%,74%,85%,64%,52%,N.D.,70%,38%,45%,59%,Ciencias Naturales
311001105651,BOGOTÁ D.C.,INSTITUTO INTEGRADO DE SUBA,44,Mayor,6,Mayor,31%,62%,8%,0%,58%,73%,50%,62%,79%,44%,65%,63%,63%,75%,46%,73%,49%,67%,50%,67%,58%,60%,82%,57%,61%,N.D.,71%,56%,71%,64%,Ciencias Naturales
211001094832,BOGOTÁ D.C.,COLEGIO CIUDAD DE VILLAVICENCIO (ANTES INTEGD PUERTA AL LLANO)  (IED),45,Mayor,7,Similar,20%,73%,7%,0%,47%,62%,47%,63%,73%,49%,56%,60%,66%,49%,39%,71%,34%,65%,53%,59%,66%,68%,73%,69%,48%,N.D.,72%,49%,66%,68%,Ciencias Naturales
111001002895,BOGOTÁ D.C.,INST PEDAG ARTURO RAMIREZ MONTUFAR,62,Menor,9,Similar,4%,17%,61%,17%,17%,39%,20%,32%,46%,16%,22%,48%,40%,22%,10%,31%,14%,39%,38%,29%,23%,51%,26%,13%,21%,N.D.,40%,24%,23%,22%,Ciencias Naturales
311001006032,BOGOTÁ D.C.,EXTERN PORFIRIO BARBA JACOB,58,Similar,9,Similar,2%,33%,60%,5%,24%,42%,31%,36%,55%,19%,36%,42%,41%,17%,21%,50%,30%,49%,35%,38%,27%,56%,48%,35%,26%,N.D.,56%,31%,38%,31%,Ciencias Naturales
311001001022,BOGOTÁ D.C.,COL DEL ROSARIO DE SANTO DOMINGO,64,Menor,8,Similar,0%,15%,67%,19%,9%,24%,17%,15%,41%,13%,19%,33%,17%,13%,8%,41%,13%,34%,19%,26%,21%,48%,35%,31%,23%,N.D.,38%,18%,43%,22%,Ciencias Naturales
311769000785,BOGOTÁ D.C.,LICEO GLOBERTH MIXTO,53,Similar,9,Similar,8%,48%,42%,2%,42%,43%,38%,43%,65%,21%,28%,49%,44%,26%,33%,55%,16%,55%,46%,48%,28%,67%,51%,60%,45%,N.D.,63%,35%,40%,51%,Ciencias Naturales
311001009007,BOGOTÁ D.C.,COLEGIO PARROQUIAL DE NUESTRA SEÑORA,60,Similar,8,Similar,2%,22%,68%,8%,32%,47%,30%,38%,59%,25%,25%,33%,30%,25%,12%,45%,17%,51%,24%,31%,24%,44%,29%,33%,25%,N.D.,40%,15%,39%,28%,Ciencias Naturales
311001005222,BOGOTÁ D.C.,LICEO ROCELY,52,Similar,11,Similar,11%,33%,56%,0%,32%,48%,28%,47%,52%,46%,43%,64%,37%,50%,28%,60%,30%,62%,39%,39%,32%,49%,44%,58%,40%,N.D.,63%,47%,40%,54%,Ciencias Naturales
311001012598,BOGOTÁ D.C.,COL PARROQ DEL INMACULADO CORAZON DE MARIA,59,Similar,8,Similar,0%,29%,66%,5%,26%,41%,25%,31%,48%,12%,29%,39%,33%,16%,11%,36%,15%,47%,36%,44%,22%,52%,39%,46%,29%,N.D.,56%,24%,36%,34%,Ciencias Naturales
111001014486,BOGOTÁ D.C.,COLEGIO REPUBLICA DE MEXICO (IED),47,Similar,8,Similar,24%,56%,19%,0%,51%,57%,44%,57%,65%,43%,44%,61%,60%,47%,38%,60%,39%,64%,59%,58%,49%,72%,70%,61%,52%,N.D.,70%,50%,48%,60%,Ciencias Naturales
311001097259,BOGOTÁ D.C.,COL CATOLICO DE LA SABANA,61,Menor,8,Similar,0%,25%,58%,17%,19%,40%,10%,41%,43%,14%,27%,47%,33%,14%,10%,27%,26%,28%,27%,41%,13%,54%,39%,30%,24%,N.D.,42%,35%,32%,30%,Ciencias Naturales
31100103978,BOGOTÁ D.C.,INSTITUTO ORESTES SINDICI,50,Similar,7,Similar,9%,69%,22%,0%,40%,58%,26%,62%,63%,33%,46%,59%,54%,22%,21%,69%,39%,59%,47%,64%,43%,59%,40%,55%,41%,N.D.,71%,41%,40%,61%,Ciencias Naturales
311848000847,BOGOTÁ D.C.,COLEGIO MIGUEL ANTONIO CARO,60,Similar,7,Similar,0%,16%,84%,0%,23%,31%,13%,36%,54%,15%,24%,35%,42%,6%,11%,36%,27%,47%,30%,32%,32%,51%,51%,49%,26%,N.D.,55%,23%,36%,33%,Ciencias Naturales
311001001839,BOGOTÁ D.C.,LICEO HERMANO MIGUEL LA SALLE,63,Menor,8,Similar,1%,12%,71%,16%,16%,30%,21%,30%,51%,17%,21%,34%,32%,5%,11%,32%,14%,40%,23%,26%,23%,45%,36%,22%,25%,N.D.,43%,22%,29%,24%,Ciencias Naturales
111001008389,BOGOTÁ D.C.,COLEGIO TECNICO DOMINGO FAUSTINO SARMIENTO  (IED),52,Similar,8,Similar,4%,63%,32%,1%,38%,58%,40%,47%,59%,29%,33%,54%,55%,30%,26%,55%,31%,57%,48%,56%,44%,61%,53%,48%,40%,N.D.,66%,37%,41%,50%,Ciencias Naturales
111001075736,BOGOTÁ D.C.,COLEGIO ISLA DEL SOL (IED),51,Similar,8,Similar,10%,62%,28%,0%,38%,52%,32%,48%,60%,29%,40%,56%,53%,41%,24%,65%,30%,58%,46%,53%,38%,64%,63%,61%,47%,N.D.,66%,34%,55%,52%,Ciencias Naturales
311001065098,BOGOTÁ D.C.,COLEGIO JOSE ORTEGA Y GASSET,60,Similar,8,Similar,0%,19%,70%,11%,14%,30%,6%,28%,54%,14%,35%,44%,42%,8%,10%,43%,15%,40%,18%,33%,25%,47%,62%,37%,33%,N.D.,57%,24%,40%,36%,Ciencias Naturales
311848002611,BOGOTÁ D.C.,LIC  DE CERVANTES PADRES AGUSTINOS,68,Menor,7,Similar,0%,5%,55%,40%,12%,23%,13%,27%,36%,12%,16%,34%,28%,9%,2%,21%,8%,26%,21%,20%,14%,28%,26%,29%,9%,N.D.,19%,13%,21%,19%,Ciencias Naturales
111001098949,BOGOTÁ D.C.,COLEGIO BILBAO (IED),53,Similar,10,Similar,11%,46%,40%,3%,34%,49%,31%,54%,62%,31%,35%,46%,50%,38%,30%,56%,26%,52%,39%,49%,45%,61%,50%,53%,43%,N.D.,65%,34%,50%,46%,Ciencias Naturales
111769003416,BOGOTÁ D.C.,COLEGIO JUAN LOZANO Y LOZANO (IED),51,Similar,9,Similar,13%,52%,34%,0%,39%,51%,38%,51%,64%,35%,42%,53%,51%,37%,28%,58%,37%,58%,47%,51%,40%,64%,56%,55%,43%,N.D.,64%,35%,47%,49%,Ciencias Naturales
111001011274,BOGOTÁ D.C.,COLEGIO ANDRES BELLO (IED),51,Similar,10,Similar,11%,54%,33%,1%,41%,53%,40%,46%,61%,34%,38%,59%,53%,26%,26%,59%,34%,57%,44%,52%,38%,65%,52%,46%,45%,N.D.,61%,45%,53%,47%,Ciencias Naturales
111001012815,BOGOTÁ D.C.,COLEGIO QUIROGA ALIANZA (IED),54,Similar,8,Similar,5%,51%,45%,0%,32%,49%,25%,46%,62%,20%,33%,52%,44%,23%,28%,58%,22%,52%,48%,47%,38%,66%,52%,52%,34%,N.D.,57%,32%,46%,39%,Ciencias Naturales
311769004233,BOGOTÁ D.C.,CENT DE INTEGRACION EDUCACION DEL NORTE (CIEN ),60,Similar,6,Mayor,0%,20%,74%,7%,26%,39%,24%,37%,48%,19%,20%,33%,40%,14%,16%,48%,22%,40%,28%,30%,20%,55%,29%,32%,22%,N.D.,49%,24%,35%,34%,Ciencias Naturales
311001025983,BOGOTÁ D.C.,COLEGIO SANTA LIBRADA,53,Similar,8,Similar,4%,57%,39%,0%,31%,47%,21%,59%,66%,30%,23%,50%,43%,14%,26%,59%,16%,54%,38%,53%,42%,62%,56%,50%,38%,N.D.,60%,50%,24%,55%,Ciencias Naturales
311001018499,BOGOTÁ D.C.,COL ELISA BORRERO DE PASTRANA,59,Similar,9,Similar,2%,29%,61%,8%,26%,41%,22%,28%,54%,20%,32%,40%,33%,18%,18%,45%,17%,43%,34%,32%,26%,47%,35%,36%,28%,N.D.,45%,29%,30%,31%,Ciencias Naturales
311848002271,BOGOTÁ D.C.,COLEGIO DE LA SALLE,63,Menor,8,Similar,1%,7%,78%,13%,23%,31%,24%,24%,38%,14%,24%,38%,22%,10%,9%,37%,17%,31%,34%,25%,19%,41%,32%,27%,16%,N.D.,41%,20%,32%,26%,Ciencias Naturales
311001088608,BOGOTÁ D.C.,LICEO SANTA BERNARDITA,62,Menor,9,Similar,1%,27%,51%,21%,19%,35%,23%,39%,45%,16%,24%,42%,26%,9%,12%,35%,15%,36%,28%,29%,26%,50%,32%,34%,21%,N.D.,39%,28%,31%,33%,Ciencias Naturales
111001012343,BOGOTÁ D.C.,COLEGIO TOM ADAMS (IED),52,Similar,9,Similar,12%,56%,29%,4%,44%,51%,36%,51%,61%,33%,42%,54%,50%,32%,23%,62%,32%,56%,46%,48%,34%,62%,51%,51%,46%,N.D.,65%,43%,42%,54%,Ciencias Naturales
111001016136,BOGOTÁ D.C.,COLEGIO LA CHUCUA (IED),51,Similar,9,Similar,9%,61%,28%,2%,39%,53%,35%,47%,62%,38%,45%,54%,53%,35%,30%,60%,37%,62%,45%,56%,43%,68%,46%,51%,42%,N.D.,67%,45%,54%,47%,Ciencias Naturales
111001030066,BOGOTÁ D.C.,COLEGIO MANUELITA SAENZ  (IED),52,Similar,9,Similar,9%,52%,36%,3%,34%,51%,30%,47%,60%,32%,38%,56%,53%,39%,26%,52%,29%,55%,45%,49%,39%,65%,59%,48%,45%,N.D.,60%,44%,41%,53%,Ciencias Naturales
311001026009,BOGOTÁ D.C.,COLEGIO EL ESCORIAL,50,Similar,10,Similar,20%,53%,27%,0%,39%,51%,27%,37%,50%,31%,38%,63%,67%,50%,15%,58%,58%,72%,51%,55%,35%,68%,48%,68%,53%,N.D.,84%,45%,52%,60%,Ciencias Naturales
411102000293,BOGOTÁ D.C.,INSTITUTO CLARA FEY,57,Similar,8,Similar,3%,38%,60%,0%,32%,46%,18%,44%,56%,14%,35%,33%,45%,16%,16%,46%,28%,49%,36%,43%,33%,51%,32%,34%,34%,N.D.,45%,33%,53%,34%,Ciencias Naturales
111001102083,BOGOTÁ D.C.,COLEGIO SAN JOSE DE CASTILLA (IED),54,Similar,9,Similar,4%,53%,39%,4%,33%,53%,31%,41%,56%,25%,36%,51%,46%,29%,23%,54%,30%,51%,44%,45%,36%,64%,54%,46%,39%,N.D.,53%,40%,42%,41%,Ciencias Naturales
111001036544,BOGOTÁ D.C.,COLEGIO ANTONIO JOSE URIBE (IED),50,Similar,10,Similar,21%,43%,36%,0%,30%,60%,24%,51%,61%,23%,42%,60%,45%,27%,29%,51%,33%,57%,49%,55%,59%,76%,55%,44%,51%,N.D.,62%,49%,58%,58%,Ciencias Naturales
111001035521,BOGOTÁ D.C.,COLEGIO NESTOR FORERO ALCALA  (IED),55,Similar,9,Similar,8%,42%,49%,2%,31%,49%,43%,42%,57%,26%,39%,64%,45%,28%,18%,55%,28%,38%,39%,54%,34%,61%,44%,42%,39%,N.D.,47%,30%,41%,46%,Ciencias Naturales
311848002513,BOGOTÁ D.C.,GIMNASIO JOSE JOAQUIN CASAS,57,Similar,8,Similar,0%,42%,58%,0%,22%,43%,18%,43%,41%,16%,27%,64%,32%,13%,14%,59%,28%,36%,39%,30%,25%,70%,55%,55%,36%,N.D.,46%,39%,47%,39%,Ciencias Naturales
311279000311,BOGOTÁ D.C.,COL DE NSTRA SRA DEL PERPETUO SOCORRO,56,Similar,7,Similar,3%,41%,56%,0%,28%,48%,29%,35%,58%,20%,35%,53%,44%,29%,14%,57%,23%,54%,32%,33%,31%,57%,50%,43%,35%,N.D.,43%,37%,35%,37%,Ciencias Naturales
111001014826,BOGOTÁ D.C.,COLEGIO MARCO ANTONIO CARREÑO SILVA (IED),54,Similar,8,Similar,4%,46%,48%,2%,35%,52%,30%,37%,65%,22%,45%,43%,40%,33%,20%,52%,23%,51%,37%,48%,36%,65%,55%,42%,41%,N.D.,63%,49%,43%,38%,Ciencias Naturales
111001077895,BOGOTÁ D.C.,COLEGIO OFELIA URIBE DE ACOSTA (IED),48,Similar,9,Similar,19%,62%,17%,1%,50%,55%,39%,55%,67%,39%,45%,60%,59%,38%,34%,66%,43%,58%,50%,58%,50%,69%,64%,59%,49%,N.D.,63%,45%,52%,62%,Ciencias Naturales
311102000086,BOGOTÁ D.C.,COLEGIO CLARETIANO EL LIBERTADOR,54,Similar,8,Similar,7%,50%,43%,0%,37%,47%,23%,49%,66%,40%,32%,46%,55%,42%,27%,51%,17%,54%,36%,58%,41%,58%,43%,40%,40%,N.D.,59%,24%,44%,50%,Ciencias Naturales
311102001074,BOGOTÁ D.C.,COL GIOVANNI ANTONIO FARINA,60,Similar,7,Similar,0%,22%,74%,4%,20%,36%,21%,35%,55%,12%,28%,41%,36%,19%,14%,34%,19%,52%,39%,28%,22%,59%,50%,42%,26%,N.D.,54%,21%,34%,30%,Ciencias Naturales
311001087601,BOGOTÁ D.C.,COLEGIO RAFAEL GOBERNA,51,Similar,9,Similar,8%,52%,40%,0%,38%,51%,30%,54%,63%,30%,44%,56%,54%,63%,32%,48%,36%,62%,49%,61%,49%,67%,53%,50%,44%,N.D.,63%,43%,40%,55%,Ciencias Naturales
111001020338,BOGOTÁ D.C.,COLEGIO AVE MARIA                                                                                 ,64,Menor,8,Similar,0%,14%,69%,18%,18%,31%,8%,30%,51%,11%,20%,31%,27%,0%,9%,49%,14%,26%,26%,34%,21%,40%,30%,32%,13%,N.D.,31%,21%,29%,23%,Ciencias Naturales
3117690033,BOGOTÁ D.C.,COLEGIO JONATHAN SWIFT,59,Similar,11,Similar,0%,38%,46%,15%,21%,37%,11%,18%,58%,26%,31%,48%,39%,29%,10%,48%,15%,42%,30%,44%,42%,61%,59%,41%,11%,N.D.,20%,48%,36%,38%,Ciencias Naturales
311001004471,BOGOTÁ D.C.,COLEGIO DE NUESTRA SEÑORA DEL PILAR,61,Menor,6,Mayor,0%,25%,69%,7%,20%,33%,19%,35%,48%,10%,25%,37%,25%,10%,17%,48%,20%,37%,32%,31%,24%,50%,30%,32%,18%,N.D.,50%,25%,34%,30%,Ciencias Naturales
111001045535,BOGOTÁ D.C.,COLEGIO JOSE MANUEL RESTREPO (IED),53,Similar,8,Similar,3%,57%,40%,0%,32%,51%,28%,48%,57%,26%,45%,52%,50%,23%,24%,56%,28%,57%,41%,52%,36%,59%,52%,48%,38%,N.D.,61%,38%,42%,47%,Ciencias Naturales
111001033898,BOGOTÁ D.C.,COLEGIO MANUEL ZAPATA OLIVELLA (IED),51,Similar,9,Similar,14%,53%,33%,1%,41%,53%,46%,50%,67%,35%,43%,55%,49%,33%,30%,55%,28%,59%,50%,53%,41%,63%,60%,51%,45%,N.D.,68%,43%,51%,51%,Ciencias Naturales
111001100048,BOGOTÁ D.C.,COLEGIO HERNANDO DURAN DUSSAN (IED),51,Similar,9,Similar,12%,56%,31%,1%,42%,54%,30%,51%,65%,37%,44%,54%,50%,28%,25%,63%,33%,61%,45%,55%,44%,67%,54%,56%,45%,N.D.,63%,41%,52%,51%,Ciencias Naturales
311001000832,BOGOTÁ D.C.,GIMNASIO MODERNO,62,Menor,8,Similar,0%,25%,56%,19%,22%,35%,23%,32%,47%,15%,34%,39%,39%,14%,14%,37%,20%,43%,32%,32%,20%,48%,41%,38%,25%,N.D.,42%,22%,35%,29%,Ciencias Naturales
111001032255,BOGOTÁ D.C.,COLEGIO TOMAS CARRASQUILLA (IED),49,Similar,8,Similar,18%,59%,23%,0%,39%,62%,32%,52%,65%,34%,39%,63%,48%,34%,35%,59%,31%,61%,48%,60%,44%,66%,67%,54%,49%,N.D.,63%,46%,53%,54%,Ciencias Naturales
111001014869,BOGOTÁ D.C.,COLEGIO LUIS VARGAS TEJADA (IED),52,Similar,9,Similar,14%,46%,40%,0%,40%,50%,27%,46%,62%,31%,42%,60%,46%,23%,28%,57%,28%,52%,53%,45%,40%,60%,58%,52%,42%,N.D.,66%,42%,47%,51%,Ciencias Naturales
311279000451,BOGOTÁ D.C.,GIMNASIO LOS ANGELES,51,Similar,7,Similar,3%,76%,18%,3%,34%,41%,43%,59%,68%,25%,35%,64%,55%,53%,30%,55%,24%,60%,51%,59%,30%,61%,69%,53%,51%,N.D.,61%,41%,29%,43%,Ciencias Naturales
311001041521,BOGOTÁ D.C.,LIC MANANTIAL DE VIDA ETERNA,59,Similar,9,Similar,0%,32%,59%,8%,21%,43%,25%,34%,58%,30%,30%,56%,35%,8%,15%,37%,18%,48%,38%,38%,27%,51%,46%,36%,29%,N.D.,43%,25%,30%,32%,Ciencias Naturales
311769000564,BOGOTÁ D.C.,COLEGIO CRISTO REY BOGOTA,65,Menor,6,Mayor,0%,0%,75%,25%,14%,22%,7%,30%,49%,6%,24%,35%,35%,20%,10%,36%,6%,17%,27%,33%,9%,33%,17%,30%,13%,N.D.,45%,17%,24%,20%,Ciencias Naturales
111102000958,BOGOTÁ D.C.,COLEGIO PORFIRIO BARBA JACOB (IED),48,Similar,9,Similar,18%,62%,20%,1%,50%,57%,41%,56%,62%,39%,46%,56%,57%,40%,33%,62%,37%,61%,50%,59%,47%,68%,60%,53%,51%,N.D.,67%,49%,56%,56%,Ciencias Naturales
31100106539,BOGOTÁ D.C.,COLEGIO PEDAGOGICO DULCE MARIA,59,Similar,9,Similar,2%,31%,54%,12%,28%,37%,17%,39%,53%,22%,25%,43%,30%,22%,16%,45%,20%,50%,31%,40%,29%,47%,43%,39%,26%,N.D.,46%,24%,40%,36%,Ciencias Naturales
31100109313,BOGOTÁ D.C.,COLEGIO BILINGUE MAXIMINO POITIERS,59,Similar,8,Similar,1%,26%,65%,8%,24%,37%,19%,33%,49%,18%,30%,36%,38%,13%,14%,42%,14%,48%,27%,45%,21%,53%,40%,45%,25%,N.D.,48%,22%,31%,32%,Ciencias Naturales
311001038163,BOGOTÁ D.C.,LIC SANTA PAULA,61,Menor,8,Similar,5%,18%,73%,5%,18%,35%,26%,46%,43%,16%,30%,33%,30%,25%,11%,42%,18%,35%,18%,32%,26%,44%,44%,38%,26%,N.D.,47%,26%,25%,35%,Ciencias Naturales
311769002354,BOGOTÁ D.C.,COLEGIO ALAFAS DEL NORTE,61,Menor,6,Mayor,0%,15%,81%,4%,15%,35%,20%,39%,43%,16%,31%,33%,44%,8%,15%,30%,16%,49%,23%,30%,30%,57%,38%,31%,23%,N.D.,49%,23%,32%,29%,Ciencias Naturales
111001017795,BOGOTÁ D.C.,COLEGIO MAGDALENA ORTEGA DE NARIÑO (IED),52,Similar,9,Similar,9%,54%,36%,2%,43%,53%,38%,47%,64%,29%,39%,60%,46%,18%,27%,59%,33%,58%,45%,49%,48%,61%,54%,51%,39%,N.D.,61%,42%,48%,46%,Ciencias Naturales
111279000362,BOGOTÁ D.C.,COLEGIO COSTA RICA  (IED),48,Similar,10,Similar,25%,53%,21%,1%,42%,56%,42%,56%,66%,38%,46%,58%,56%,38%,39%,62%,42%,67%,50%,55%,52%,65%,66%,58%,47%,N.D.,67%,51%,54%,56%,Ciencias Naturales
111001104302,BOGOTÁ D.C.,COLEGIO ORLANDO HIGUITA ROJAS (IED),48,Similar,9,Similar,15%,64%,20%,0%,47%,59%,44%,51%,62%,41%,46%,60%,55%,40%,36%,63%,37%,60%,54%,54%,46%,68%,65%,58%,50%,N.D.,65%,47%,53%,53%,Ciencias Naturales
311001030391,BOGOTÁ D.C.,LICEO PIÑEROS CORTES,54,Similar,9,Similar,0%,53%,35%,12%,30%,50%,50%,43%,64%,26%,38%,69%,54%,43%,18%,54%,12%,55%,42%,36%,38%,78%,64%,53%,40%,N.D.,58%,38%,24%,51%,Ciencias Naturales
311001046239,BOGOTÁ D.C.,COLEGIO MIGUEL ANGEL ASTURIAS,53,Similar,10,Similar,7%,50%,38%,5%,32%,39%,24%,49%,56%,28%,32%,53%,52%,35%,25%,50%,38%,58%,48%,49%,46%,64%,58%,40%,38%,N.D.,67%,36%,48%,52%,Ciencias Naturales
311001003963,BOGOTÁ D.C.,CENT EDUC DE NSTRA SRA DE LA PAZ,57,Similar,8,Similar,0%,40%,55%,5%,29%,40%,25%,36%,63%,23%,30%,49%,44%,28%,18%,51%,20%,52%,36%,40%,19%,63%,40%,44%,25%,N.D.,53%,26%,45%,37%,Ciencias Naturales
311001040338,BOGOTÁ D.C.,LICEO ADOLFO LEON GOMEZ,54,Similar,11,Similar,17%,33%,50%,0%,46%,59%,38%,57%,44%,45%,21%,54%,45%,50%,7%,50%,11%,44%,50%,54%,43%,40%,57%,25%,37%,N.D.,67%,50%,50%,50%,Ciencias Naturales
311001076545,BOGOTÁ D.C.,COLEGIO GUSTAVO ROJAS PINILLA,52,Similar,6,Mayor,0%,67%,33%,0%,33%,78%,67%,50%,56%,33%,17%,56%,83%,N.D.,33%,44%,0%,67%,50%,25%,33%,67%,33%,N.D.,22%,N.D.,50%,56%,33%,33%,Ciencias Naturales
111001100081,BOGOTÁ D.C.,COLEGIO MIRAVALLE (IED),54,Similar,9,Similar,3%,50%,44%,4%,32%,46%,29%,42%,55%,26%,36%,54%,46%,27%,22%,50%,35%,51%,34%,45%,38%,61%,54%,48%,36%,N.D.,58%,35%,38%,45%,Ciencias Naturales
111001013935,BOGOTÁ D.C.,COLEGIO SANTA MARTHA  (IED),49,Similar,10,Similar,21%,55%,24%,0%,44%,57%,33%,60%,67%,33%,50%,71%,49%,39%,28%,67%,31%,57%,47%,65%,47%,66%,52%,43%,48%,N.D.,59%,51%,59%,57%,Ciencias Naturales
311001107637,BOGOTÁ D.C.,INSTITUTO COMERCIAL LORETO,51,Similar,8,Similar,6%,61%,33%,0%,35%,53%,38%,45%,54%,37%,34%,54%,56%,40%,19%,46%,35%,61%,46%,68%,52%,61%,60%,64%,46%,N.D.,59%,37%,46%,54%,Ciencias Naturales
111001086665,BOGOTÁ D.C.,COLEGIO RAMON DE ZUBIRIA (IED),47,Similar,8,Similar,27%,57%,17%,0%,47%,63%,38%,58%,67%,43%,49%,62%,58%,50%,38%,66%,44%,64%,55%,60%,52%,68%,66%,65%,58%,N.D.,66%,48%,55%,60%,Ciencias Naturales
31100102992,BOGOTÁ D.C.,COL SANTA CATALINA DEL SUR ORIENTE,43,Mayor,5,Mayor,38%,63%,0%,0%,79%,50%,57%,68%,76%,56%,53%,54%,63%,100%,50%,79%,45%,74%,54%,40%,50%,90%,100%,85%,61%,N.D.,83%,58%,44%,56%,Ciencias Naturales
311001089221,BOGOTÁ D.C.,INSTITUTO ALBERTO MERANI,67,Menor,7,Similar,0%,7%,55%,38%,10%,19%,22%,15%,38%,13%,21%,24%,27%,8%,5%,24%,7%,35%,20%,22%,5%,38%,51%,27%,21%,N.D.,30%,7%,15%,13%,Ciencias Naturales
311769001927,BOGOTÁ D.C.,COLEGIO GEORGE WASHINGTON CAMPESTRE,57,Similar,8,Similar,0%,58%,42%,0%,23%,29%,41%,49%,53%,24%,30%,42%,49%,0%,20%,45%,18%,53%,43%,52%,27%,56%,50%,40%,32%,N.D.,56%,32%,45%,39%,Ciencias Naturales
311001001901,BOGOTÁ D.C.,COLEGIO AMERICANO DE BOGOTA,62,Menor,9,Similar,2%,19%,65%,15%,17%,33%,12%,32%,47%,13%,24%,38%,35%,13%,12%,39%,18%,38%,26%,32%,23%,46%,36%,31%,24%,N.D.,47%,24%,30%,29%,Ciencias Naturales
311001000158,BOGOTÁ D.C.,GIMNASIO COLOMBO ANDINO,55,Similar,3,Mayor,0%,67%,33%,0%,29%,63%,33%,50%,86%,0%,71%,33%,20%,0%,14%,43%,0%,20%,55%,67%,50%,67%,60%,20%,25%,N.D.,57%,40%,25%,50%,Ciencias Naturales
311001011281,BOGOTÁ D.C.,COL PARROQ CONFRATERNIDAD DE LA DOCTRINA CRISTIANA,53,Similar,8,Similar,3%,57%,40%,0%,39%,52%,41%,49%,67%,24%,41%,60%,40%,25%,22%,62%,28%,49%,42%,47%,30%,64%,40%,48%,35%,N.D.,63%,39%,35%,51%,Ciencias Naturales
111001096555,BOGOTÁ D.C.,COLEGIO CIUDAD BOLIVAR - ARGENTINA (IED),53,Similar,8,Similar,8%,49%,41%,1%,37%,53%,34%,42%,56%,33%,35%,52%,50%,42%,21%,56%,29%,55%,45%,52%,36%,68%,49%,50%,45%,N.D.,62%,35%,48%,53%,Ciencias Naturales
311001001618,BOGOTÁ D.C.,LIC PARROQ SAN GREGORIO MAGNO,56,Similar,9,Similar,3%,41%,54%,3%,33%,38%,27%,44%,61%,25%,24%,62%,37%,23%,16%,54%,24%,46%,35%,45%,32%,70%,48%,37%,38%,N.D.,58%,27%,40%,39%,Ciencias Naturales
411769000127,BOGOTÁ D.C.,COL NUEVO SAN LUIS GONZAGA,59,Similar,9,Similar,2%,27%,61%,10%,20%,33%,19%,26%,53%,18%,23%,44%,39%,24%,17%,48%,20%,36%,28%,42%,24%,68%,32%,41%,35%,N.D.,48%,30%,34%,32%,Ciencias Naturales
311001100233,BOGOTÁ D.C.,GIMNASIO KAIPORE CENTRO DE DESARROLLO TEMPRANO,59,Similar,10,Similar,0%,40%,50%,10%,25%,44%,18%,25%,45%,0%,42%,44%,39%,0%,12%,40%,25%,41%,26%,44%,21%,50%,64%,36%,24%,N.D.,58%,26%,36%,41%,Ciencias Naturales
