codigo_dane,pai_et_municipios,establecimientos_educativos,promedio,comparacion_pcn,desviacion,comparacion_dcn,desempeno_1,desempeno_2,desempeno_3,desempeno_4,aprendizaje_1,aprendizaje_2,aprendizaje_3,aprendizaje_4,aprendizaje_5,aprendizaje_6,aprendizaje_7,aprendizaje_8,aprendizaje_9,aprendizaje_10,aprendizaje_11,aprendizaje_12,aprendizaje_13,aprendizaje_14,aprendizaje_15,aprendizaje_16,aprendizaje_17,aprendizaje_18,aprendizaje_19,aprendizaje_20,aprendizaje_21,aprendizaje_22,aprendizaje_23,aprendizaje_24,aprendizaje_25,aprendizaje_26,Competencia
311001001243,BOGOTÁ D.C.,LICEO DEL CARIBE,57,Similar,9,Similar,0%,41%,51%,8%,19%,35%,30%,41%,58%,27%,31%,48%,38%,24%,16%,49%,17%,49%,36%,34%,28%,58%,53%,47%,33%,N.D.,47%,29%,35%,38%,Ciencias Naturales
311001039852,BOGOTÁ D.C.,INST SANTA ANA LUZ DEL CARMEN,56,Similar,8,Similar,5%,43%,52%,0%,31%,46%,37%,39%,60%,20%,29%,43%,43%,8%,20%,46%,18%,46%,36%,32%,43%,67%,47%,56%,30%,N.D.,72%,31%,42%,43%,Ciencias Naturales
311001026891,BOGOTÁ D.C.,LICEO SANTA ANA DEL SUR,58,Similar,6,Mayor,0%,32%,68%,0%,14%,43%,39%,45%,54%,13%,35%,48%,33%,25%,11%,43%,29%,44%,35%,38%,14%,71%,47%,32%,26%,N.D.,37%,29%,27%,35%,Ciencias Naturales
111001107883,BOGOTÁ D.C.,COLEGIO DEBORA ARANGO PEREZ (IED),52,Similar,9,Similar,12%,51%,36%,1%,38%,51%,35%,49%,62%,32%,46%,58%,52%,36%,26%,54%,29%,59%,43%,51%,36%,64%,52%,47%,42%,N.D.,62%,41%,56%,50%,Ciencias Naturales
311001000221,BOGOTÁ D.C.,LICEO PEDAGOGICO,43,Mayor,12,Similar,40%,40%,20%,0%,64%,64%,40%,36%,71%,78%,50%,50%,54%,33%,38%,57%,63%,62%,69%,77%,88%,67%,60%,71%,50%,N.D.,56%,57%,40%,73%,Ciencias Naturales
311001009023,BOGOTÁ D.C.,COLEGIO CHAMPAGNAT,63,Menor,8,Similar,2%,14%,71%,13%,20%,26%,15%,29%,50%,10%,25%,40%,33%,5%,11%,36%,20%,38%,29%,22%,20%,47%,43%,23%,20%,N.D.,34%,21%,30%,25%,Ciencias Naturales
311001088403,BOGOTÁ D.C.,COLEGIO INTEGRAL,52,Similar,8,Similar,6%,63%,31%,0%,47%,53%,44%,50%,46%,29%,44%,40%,41%,18%,25%,51%,38%,67%,47%,68%,35%,62%,44%,52%,42%,N.D.,34%,32%,42%,55%,Ciencias Naturales
311001017891,BOGOTÁ D.C.,COL JOSE MANUEL MARROQUIN,58,Similar,9,Similar,2%,39%,53%,6%,27%,47%,21%,50%,49%,21%,30%,46%,43%,18%,17%,46%,23%,43%,36%,33%,41%,59%,38%,38%,25%,N.D.,55%,25%,38%,35%,Ciencias Naturales
311001019444,BOGOTÁ D.C.,COLEGIO JOSE JOAQUIN VARGAS,53,Similar,6,Mayor,0%,69%,31%,0%,28%,63%,19%,42%,50%,41%,26%,43%,59%,33%,14%,64%,26%,43%,49%,39%,30%,56%,73%,56%,44%,N.D.,70%,38%,71%,67%,Ciencias Naturales
111001104256,BOGOTÁ D.C.,COLEGIO DELIA ZAPATA OLIVELLA (IED),50,Similar,9,Similar,14%,59%,27%,0%,47%,55%,33%,50%,62%,35%,43%,55%,56%,36%,31%,57%,30%,61%,48%,55%,48%,64%,62%,55%,50%,N.D.,64%,43%,48%,53%,Ciencias Naturales
311001109036,BOGOTÁ D.C.,COLEGIO PADRE MANYANET - BOGOTA,59,Similar,7,Similar,0%,29%,68%,2%,24%,42%,16%,36%,60%,16%,24%,41%,44%,19%,15%,47%,18%,45%,24%,24%,31%,63%,34%,30%,30%,N.D.,56%,25%,30%,34%,Ciencias Naturales
311001076791,BOGOTÁ D.C.,GIMNASIO FRANCISCANO DE SUBA,49,Similar,10,Similar,21%,53%,21%,6%,43%,55%,43%,63%,64%,38%,42%,53%,53%,21%,42%,63%,33%,58%,60%,62%,44%,69%,70%,49%,47%,N.D.,63%,47%,47%,61%,Ciencias Naturales
111001032433,BOGOTÁ D.C.,COLEGIO REPUBLICA DEL ECUADOR (IED),49,Similar,7,Similar,15%,67%,18%,0%,40%,56%,32%,57%,68%,41%,53%,61%,53%,44%,33%,62%,41%,60%,47%,59%,42%,70%,54%,59%,51%,N.D.,72%,44%,53%,57%,Ciencias Naturales
311001038368,BOGOTÁ D.C.,COLEGIO COFRATERNIDAD DE SAN FERNANDO,49,Similar,8,Similar,15%,67%,17%,0%,43%,62%,35%,52%,69%,42%,46%,59%,56%,17%,36%,61%,31%,57%,51%,52%,42%,67%,68%,66%,41%,N.D.,62%,45%,47%,62%,Ciencias Naturales
311001099391,BOGOTÁ D.C.,LICEO EL CASTILLO,48,Similar,10,Similar,25%,63%,13%,0%,44%,62%,25%,57%,73%,25%,69%,44%,75%,25%,32%,59%,43%,50%,57%,50%,46%,76%,42%,50%,58%,N.D.,67%,75%,60%,65%,Ciencias Naturales
111001015814,BOGOTÁ D.C.,COLEGIO REPUBLICA DE CHINA (IED),52,Similar,9,Similar,11%,48%,40%,1%,33%,53%,34%,46%,64%,34%,47%,55%,50%,28%,25%,58%,27%,58%,49%,48%,42%,70%,63%,49%,37%,N.D.,60%,40%,45%,47%,Ciencias Naturales
311001017492,BOGOTÁ D.C.,CENTRO ESTUDIOS PSICOPEDAGOGICOS,26,Mayor,0,Mayor,100%,0%,0%,0%,100%,50%,100%,100%,100%,100%,100%,100%,100%,100%,100%,75%,100%,100%,100%,50%,100%,100%,100%,100%,75%,N.D.,100%,100%,N.D.,100%,Ciencias Naturales
