codigo_dane,pai_et_municipios,establecimientos_educativos,promedio,comparacion_pmat,desviacion,comparacion_dmat,desempeno_1,desempeno_2,desempeno_3,desempeno_4,aprendizaje_1,aprendizaje_2,aprendizaje_3,Competencia
113836000021,TURBACO,INSTITUCION EDUCATIVA CRISANTO LUQUE,50,Similar,11,Similar,9%,40%,47%,4%,63%,41%,62%,Matemáticas
113836000373,TURBACO,INSTITUCION EDUCATIVA FELIPE SANTIAGO ESCOBAR,49,Similar,12,Similar,14%,41%,45%,0%,60%,44%,59%,Matemáticas
313836000178,TURBACO,COL EL NINO JESUS,53,Menor,14,Similar,17%,17%,58%,8%,59%,40%,48%,Matemáticas
113836000071,TURBACO,INSTITUCION EDUCATIVA TECNICA ALFONSO LOPEZ PUMAREJO,44,Similar,11,Similar,23%,47%,29%,1%,67%,49%,69%,Matemáticas
313836001026,TURBACO,C.E. QUERIDOS AMIGOS,52,Similar,14,Similar,12%,38%,31%,19%,59%,38%,57%,Matemáticas
413836001128,TURBACO,CORPORACION BEVERLY HILLS,64,Menor,12,Similar,0%,13%,50%,38%,45%,30%,32%,Matemáticas
31383600064,TURBACO,COORPORACION EDUCATIVA COLEGIO EL MUNDO DE LOS NIÑOS GIMNASIO DEL VALLE,56,Menor,13,Similar,4%,37%,41%,19%,54%,36%,50%,Matemáticas
313836001085,TURBACO,CORPORACION EDUCATIVA LA CONCEPCION,76,Menor,8,Mayor,0%,0%,25%,75%,16%,11%,13%,Matemáticas
313836000739,TURBACO,GIMNASIO MODERNO VILLA DEL NORTE,62,Menor,8,Mayor,0%,9%,81%,11%,47%,26%,36%,Matemáticas
313836800158,TURBACO,INSTITUTO IBEROAMERICANO,51,Similar,10,Similar,6%,38%,56%,0%,62%,42%,59%,Matemáticas
31383680014,TURBACO,INSTITUCION EDUCATIVA EL RODEO,56,Menor,10,Similar,0%,21%,72%,7%,51%,30%,50%,Matemáticas
313836001182,TURBACO,FUNDETEC,62,Menor,15,Similar,0%,0%,50%,50%,50%,13%,44%,Matemáticas
313836800212,TURBACO,COORPORACION EDUCATIVA COLEGIO SANTA MARIA DEL VALLE,62,Menor,11,Similar,0%,17%,50%,33%,47%,25%,34%,Matemáticas
313836800051,TURBACO,CORPORACION EDUCATIVA COLEGIO GIMNASIO CAMPESTRE,62,Menor,13,Similar,8%,0%,85%,8%,38%,21%,44%,Matemáticas
213838000049,TURBANÁ,INSTITUCIÓN EDUCATIVA DE BALLESTAS,46,Similar,11,Similar,17%,51%,31%,0%,71%,52%,68%,Matemáticas
113838000087,TURBANÁ,INSTITUCIÓN EDUCATIVA TÉCNICA INDUSTRIAL DE TURBANA,43,Similar,11,Similar,26%,46%,26%,1%,72%,52%,71%,Matemáticas
11383800001,TURBANÁ,INSTITUCIÓN EDUCATIVA MARCOS FIDEL SUAREZ,43,Similar,10,Similar,22%,61%,17%,0%,74%,51%,67%,Matemáticas
313838000205,TURBANÁ,LICEO MIXTO DE TURBANA,37,Mayor,9,Similar,53%,41%,6%,0%,81%,68%,84%,Matemáticas
113873000103,VILLANUEVA,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE VILLANUEVA,40,Similar,9,Similar,35%,49%,16%,0%,76%,56%,70%,Matemáticas
113873000006,VILLANUEVA,INSTITUCIÓN EDUCATIVA TÉCNICA INDUSTRIAL MOISES CABEZA JUNCO,45,Similar,10,Similar,15%,58%,27%,1%,70%,50%,64%,Matemáticas
213873000019,VILLANUEVA,INSTITUCIÓN EDUCATIVA DE ZIPACOA,39,Similar,10,Similar,38%,54%,8%,0%,67%,59%,76%,Matemáticas
313894000072,ZAMBRANO,INSTITUCIÓN EDUCATIIVA TÉCNICA AGROPECUARIA ERASMO DONADO LLANOS,43,Similar,10,Similar,23%,54%,23%,0%,78%,54%,71%,Matemáticas
113894000031,ZAMBRANO,INSTITUCIÓN EDUCATIVA TÉCNICA ACUÍCOLA SAGRADO CORAZON DE JESÚS,40,Similar,11,Similar,37%,44%,20%,0%,77%,57%,79%,Matemáticas
113894000065,ZAMBRANO,INSTITUCIÓN EDUCATIVA TÉCNICA EN INFORMATICA ANIBAL NOGUERA MENDOZA,45,Similar,12,Similar,21%,47%,32%,0%,68%,57%,66%,Matemáticas
315022000196,ALMEIDA,I.E. ENRIQUE SUAREZ,53,Similar,11,Similar,0%,47%,53%,0%,61%,30%,63%,Matemáticas
215047000153,AQUITANIA,IE SUSE,46,Mayor,12,Similar,30%,35%,35%,0%,67%,51%,64%,Matemáticas
215047000099,AQUITANIA,I.E. REGION SUR DE AQUITANIA,58,Similar,11,Similar,0%,25%,50%,25%,55%,19%,47%,Matemáticas
115047000019,AQUITANIA,I.E. TECNICA RAMON IGNACIO AVELLA,51,Similar,10,Similar,7%,45%,45%,3%,64%,40%,60%,Matemáticas
21504700017,AQUITANIA,I.E. TOQUILLA,54,Similar,11,Similar,0%,40%,50%,10%,59%,35%,60%,Matemáticas
115051000155,ARCABUCO,I.E.T. ALEJANDRO DE HUMBOLDT,56,Similar,10,Similar,5%,23%,65%,8%,54%,37%,49%,Matemáticas
115087000011,BELÉN,I.E. TECNICA SUSANA GUILLEMIN,57,Similar,10,Similar,3%,27%,62%,8%,55%,37%,48%,Matemáticas
115087000208,BELÉN,I.E.T. CARLOS ALBERTO OLANO VALDERRAMA,57,Similar,10,Similar,0%,29%,60%,11%,57%,28%,54%,Matemáticas
315090000064,BERBEO,I.E. CAMPO ELIAS CORTES,55,Similar,10,Similar,0%,38%,52%,10%,63%,33%,54%,Matemáticas
215092000041,BETÉITIVA,I.E. TECNICA NUESTRA SEÑORA DE LA O,57,Similar,9,Similar,0%,36%,57%,7%,42%,39%,54%,Matemáticas
215092000105,BETÉITIVA,I.E.T. AGROPECUARIO SANTA RITA DE CASIA,61,Similar,6,Mayor,0%,0%,100%,0%,45%,20%,33%,Matemáticas
115097000036,BOAVITA,I.E. TECNICA Y ACADEMICA NUESTRA SEÑORA DEL ROSARIO,61,Similar,11,Similar,0%,23%,54%,23%,56%,20%,32%,Matemáticas
115097000265,BOAVITA,I.E. TECNICO INDUSTRIAL MARISCAL SUCRE,65,Menor,10,Similar,0%,7%,64%,29%,43%,30%,34%,Matemáticas
115097000028,BOAVITA,I.E. TECNICO AGRICOLA,54,Similar,10,Similar,7%,27%,67%,0%,52%,30%,52%,Matemáticas
115104000128,BOYACÁ,I.E. DE BOYACA,58,Similar,13,Similar,3%,18%,63%,18%,52%,29%,48%,Matemáticas
215104000092,BOYACÁ,I.E. TECNICA AGROPECUARIA SAN ISIDRO,53,Similar,11,Similar,8%,31%,62%,0%,67%,29%,61%,Matemáticas
315106000124,BRICEÑO,I.E.T. MANUEL BRICEÑO,52,Similar,10,Similar,9%,32%,59%,0%,68%,34%,62%,Matemáticas
115109000363,BUENAVISTA,I.E. JOSE MARIA SILVA SALAZAR,52,Similar,12,Similar,10%,33%,51%,6%,62%,33%,62%,Matemáticas
215109000163,BUENAVISTA,I.E. TECNICA AGROPECUARIA LA GRANJA,55,Similar,7,Mayor,0%,23%,77%,0%,70%,19%,51%,Matemáticas
115114000011,BUSBANZÁ,I.E. ECOLOGICO DE BUSBANZA,51,Similar,6,Mayor,0%,67%,33%,0%,70%,46%,58%,Matemáticas
115131000172,CALDAS,I.E. FRANCISCO JOSE DE CALDAS,54,Similar,9,Similar,0%,38%,56%,6%,59%,32%,57%,Matemáticas
415131000141,CALDAS,I.E. AGRICOLA ANTONIO NARIÑO,49,Similar,9,Similar,11%,56%,33%,0%,65%,47%,72%,Matemáticas
215135000236,CAMPOHERMOSO,I.E. TECNICA MARIA AUXILIADORA,51,Similar,7,Mayor,0%,50%,50%,0%,70%,34%,67%,Matemáticas
315135000338,CAMPOHERMOSO,I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO,51,Similar,9,Similar,8%,33%,58%,0%,68%,44%,62%,Matemáticas
11516200012,CERINZA,I.E. DE CERINZA,59,Similar,11,Similar,2%,18%,64%,16%,51%,31%,49%,Matemáticas
21517200005,CHINAVITA,I.E. JUAN DE JESUS ACEVEDO,50,Similar,14,Similar,25%,0%,75%,0%,58%,38%,63%,Matemáticas
31517200002,CHINAVITA,I.E. TECNICA NUESTRA SEÑORA DE NAZARETH,55,Similar,10,Similar,6%,18%,76%,0%,65%,34%,64%,Matemáticas
215176000101,CHIQUINQUIRÁ,I.E. NORMAL SUPERIOR SOR JOSEFA DEL CASTILLO Y GUEVARA,60,Similar,10,Similar,2%,14%,69%,14%,48%,22%,42%,Matemáticas
315176000644,CHIQUINQUIRÁ,COLEGIO SEMINARIO MENOR DIOCESANO,62,Similar,8,Similar,0%,14%,71%,14%,48%,16%,45%,Matemáticas
31517600111,CHIQUINQUIRÁ,IE ALBERT EINSTEIN,47,Mayor,12,Similar,20%,20%,60%,0%,70%,45%,68%,Matemáticas
115176000033,CHIQUINQUIRÁ,I.E. TECNICA PIO ALBERTO FERRO PEÑA,51,Similar,10,Similar,6%,41%,51%,2%,64%,32%,65%,Matemáticas
115176000084,CHIQUINQUIRÁ,I.E. TECNICO INDUSTRIAL JULIO FLOREZ,55,Similar,9,Similar,4%,25%,68%,3%,61%,35%,56%,Matemáticas
315176001072,CHIQUINQUIRÁ,COLEGIO BOLIVARIANO,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,Matemáticas
215176001131,CHIQUINQUIRÁ,I.E. TECNICA LOS COMUNEROS,52,Similar,9,Similar,7%,48%,44%,0%,59%,47%,65%,Matemáticas
115176000041,CHIQUINQUIRÁ,I.E. LICEO NACIONAL JOSE JOAQUIN CASAS,55,Similar,10,Similar,2%,31%,60%,7%,56%,32%,52%,Matemáticas
315176000997,CHIQUINQUIRÁ,CENTRO DE ENSEÑANZA PRECOZ CAMINO AL SABER,58,Similar,10,Similar,0%,19%,62%,19%,57%,24%,49%,Matemáticas
315176000016,CHIQUINQUIRÁ,I.E. TECNICO COMERCIAL SAGRADO CORAZON DE JESUS,58,Similar,11,Similar,3%,17%,69%,11%,57%,29%,49%,Matemáticas
315176000067,CHIQUINQUIRÁ,COLEGIO DE EDUCACION BASICA Y MEDIA TECNICA NUESTRA SEÑORA DE NAZARETH,61,Similar,9,Similar,0%,12%,80%,7%,53%,28%,43%,Matemáticas
315176000971,CHIQUINQUIRÁ,COL MILITAR CORONEL FRAY JOSE IGNACIO MARIÑO,59,Similar,6,Mayor,0%,8%,92%,0%,53%,23%,48%,Matemáticas
315176000857,CHIQUINQUIRÁ,COLEGIO MONTESSORI,54,Similar,8,Similar,0%,33%,67%,0%,63%,32%,62%,Matemáticas
315176001004,CHIQUINQUIRÁ,GIMNASIO CAMPESTRE EL BOSQUE,51,Similar,12,Similar,0%,60%,30%,10%,67%,45%,58%,Matemáticas
315176001152,CHIQUINQUIRÁ,LICEO COLOMBO INGLES  CI ,55,Similar,10,Similar,0%,33%,67%,0%,62%,33%,49%,Matemáticas
215180000051,CHISCAS,I.E. LAS CAÑAS,49,Similar,7,Mayor,0%,70%,30%,0%,65%,35%,63%,Matemáticas
215180000034,CHISCAS,I.E. LAS MERCEDES,45,Mayor,8,Similar,20%,50%,30%,0%,63%,48%,64%,Matemáticas
115180000013,CHISCAS,I.E.T. AGROPECUARIO,51,Similar,11,Similar,10%,33%,52%,5%,69%,33%,64%,Matemáticas
215180000174,CHISCAS,I.E. JAIME RUIZ CARRILLO,52,Similar,4,Mayor,0%,50%,50%,0%,75%,38%,63%,Matemáticas
115183000391,CHITA,I.E. JOSE MARIA POTIER,51,Similar,8,Similar,2%,51%,44%,2%,58%,40%,61%,Matemáticas
21518300006,CHITA,I.E. EL MORAL,45,Mayor,9,Similar,20%,47%,33%,0%,65%,50%,71%,Matemáticas
215183000337,CHITA,I.E. JESUS EMILIO JARAMILLO MONSALVE,48,Similar,11,Similar,12%,47%,35%,6%,68%,62%,64%,Matemáticas
115183000022,CHITA,I.E. NORMAL SUPERIOR SAGRADO CORAZON,51,Similar,10,Similar,6%,43%,46%,6%,69%,37%,65%,Matemáticas
315185000169,CHITARAQUE,I.E. SAN PEDRO CLAVER,51,Similar,11,Similar,5%,47%,45%,3%,64%,38%,59%,Matemáticas
315187000069,CHIVATÁ,I.E. AGROPECUARIO,58,Similar,8,Similar,0%,16%,80%,4%,53%,37%,53%,Matemáticas
215189000061,CIÉNEGA,I.E. SANTO DOMINGO SAVIO,51,Similar,7,Mayor,9%,27%,64%,0%,74%,27%,63%,Matemáticas
115189000148,CIÉNEGA,I.E. JOSE CAYETANO VASQUEZ,63,Menor,11,Similar,2%,11%,70%,17%,49%,25%,40%,Matemáticas
315001003444,CÓMBITA,COUNTRY BILINGUAL SCHOOL,68,Menor,10,Similar,0%,3%,55%,42%,37%,26%,27%,Matemáticas
215204000294,CÓMBITA,I.E. SAN FRANCISCO,48,Similar,11,Similar,25%,25%,50%,0%,72%,47%,70%,Matemáticas
115204000176,CÓMBITA,I.E. INTEGRADO,56,Similar,10,Similar,3%,26%,65%,7%,60%,27%,54%,Matemáticas
215204000278,CÓMBITA,I.E. SANTA BARBARA,45,Mayor,8,Similar,22%,56%,22%,0%,69%,36%,79%,Matemáticas
415204800001,CÓMBITA,GIMNASIO CAMBRIDGE - SEDE PRINCIPAL,62,Similar,7,Mayor,0%,0%,80%,20%,59%,20%,48%,Matemáticas
215212000112,COPER,I.E. SAN MIGUEL,50,Similar,11,Similar,0%,67%,33%,0%,64%,29%,50%,Matemáticas
115212000266,COPER,I.E. JUANA CAPORAL,55,Similar,10,Similar,6%,22%,72%,0%,54%,39%,57%,Matemáticas
315215000029,CORRALES,I.E. JUAN JOSE SAMANIEGO,58,Similar,10,Similar,0%,21%,71%,7%,43%,27%,49%,Matemáticas
115218000209,COVARACHÍA,I.E. SAN LUIS BELTRAN,51,Similar,10,Similar,0%,52%,44%,4%,58%,44%,71%,Matemáticas
315223000119,CUBARÁ,I.E. TECNICA NACIONALIZADA PABLO VI,56,Similar,10,Similar,2%,30%,57%,11%,59%,26%,50%,Matemáticas
215223000076,CUBARÁ,CE INDIGENA EL CHUSCAL,46,Mayor,14,Similar,25%,50%,25%,0%,88%,44%,72%,Matemáticas
115224000067,CUCAITA,I.E. SAN FELIPE,53,Similar,8,Similar,3%,33%,65%,0%,67%,30%,64%,Matemáticas
215224000011,CUCAITA,I.E. TECNICA PIJAOS,46,Mayor,10,Similar,18%,55%,27%,0%,63%,50%,69%,Matemáticas
115226000056,CUÍTIVA,I.E. SANTO DOMINGO SAVIO,59,Similar,11,Similar,0%,21%,67%,13%,49%,23%,47%,Matemáticas
215232000135,CHÍQUIZA,I.E.T. SAN PEDRO DE IGUAQUE,51,Similar,11,Similar,7%,43%,46%,4%,65%,38%,63%,Matemáticas
21523200002,CHÍQUIZA,I.E. EL CERRO,56,Similar,7,Mayor,0%,18%,82%,0%,57%,25%,51%,Matemáticas
11502200026,CHIVOR,I.E.T. AGROPECUARIO LA ESMERALDA,56,Similar,11,Similar,0%,38%,46%,17%,56%,33%,54%,Matemáticas
115244000012,EL COCUY,I.E. JOSE SANTOS GUTIERREZ,58,Similar,8,Similar,2%,14%,79%,5%,55%,27%,48%,Matemáticas
215244000131,EL COCUY,I.E. EL CARDON,56,Similar,9,Similar,0%,38%,63%,0%,49%,41%,47%,Matemáticas
215248000208,EL ESPINO,I.E. CASCAJAL,55,Similar,8,Similar,0%,40%,60%,0%,62%,40%,58%,Matemáticas
115248000017,EL ESPINO,I.E. TECNICA HECTOR JULIO RANGEL,53,Similar,11,Similar,4%,46%,38%,12%,55%,36%,55%,Matemáticas
11527200001,FIRAVITOBA,I.E.T. DE FIRAVITOBA,52,Similar,11,Similar,6%,39%,52%,3%,60%,39%,61%,Matemáticas
215272000197,FIRAVITOBA,I.E. TECNICA AGROPECUARIA SAN ANTONIO,55,Similar,10,Similar,0%,36%,55%,9%,58%,23%,52%,Matemáticas
115276000014,FLORESTA,I.E. HECTOR JULIO RANGEL QUINTERO,54,Similar,10,Similar,5%,27%,68%,0%,62%,34%,56%,Matemáticas
315293000141,GACHANTIVÁ,I.E. JUAN JOSE NEIRA,59,Similar,11,Similar,3%,32%,50%,16%,58%,26%,44%,Matemáticas
115296000011,GÁMEZA,I.E. JUAN JOSE REYES PATRIA,52,Similar,10,Similar,5%,39%,53%,3%,57%,34%,60%,Matemáticas
215296000058,GÁMEZA,I.E. SAZA,53,Similar,10,Similar,0%,40%,60%,0%,60%,45%,60%,Matemáticas
115299000038,GARAGOA,I.E.T. SAN LUIS,62,Similar,11,Similar,1%,16%,62%,20%,50%,24%,40%,Matemáticas
115299000011,GARAGOA,I.E. TECNICO INDUSTRIAL MARCO AURELIO BERNAL,56,Similar,10,Similar,3%,26%,65%,6%,60%,31%,55%,Matemáticas
315299000428,GARAGOA,LICEO MODERNO JEAN PIAGET,57,Similar,9,Similar,0%,27%,67%,7%,45%,27%,53%,Matemáticas
315299800009,GARAGOA,INSTITUTO SANTA SOFIA,45,Mayor,10,Similar,17%,50%,33%,0%,67%,52%,70%,Matemáticas
115317000016,GUACAMAYAS,I.E.T. SAN DIEGO DE ALCALA,55,Similar,8,Similar,0%,26%,74%,0%,60%,28%,58%,Matemáticas
115322000016,GUATEQUE,I.E.TÉCNICA ENRIQUE OLAYA HERRERA,53,Similar,11,Similar,4%,31%,58%,7%,64%,31%,61%,Matemáticas
115322000024,GUATEQUE,I.E. TECNICA VALLE DE TENZA,54,Similar,10,Similar,5%,29%,60%,6%,59%,31%,61%,Matemáticas
215325000089,GUAYATÁ,I.E. SOCHAQUIRA ABAJO,46,Mayor,13,Similar,20%,50%,30%,0%,58%,43%,61%,Matemáticas
215325000321,GUAYATÁ,I.E. TÉCNICA LAS MERCEDES,53,Similar,11,Similar,6%,28%,59%,6%,64%,32%,64%,Matemáticas
115332000294,GÜICÁN DE LA SIERRA,I.E. NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,51,Similar,11,Similar,11%,32%,54%,3%,64%,37%,57%,Matemáticas
315362000093,IZA,I.E. TECNICA SERGIO CAMARGO,64,Menor,6,Mayor,0%,0%,86%,14%,42%,21%,43%,Matemáticas
115367000017,JENESANO,I.E.T. COMERCIAL,56,Similar,10,Similar,2%,27%,67%,4%,57%,34%,55%,Matemáticas
115368000151,JERICÓ,I.E. LOPEZ QUEVEDO,45,Mayor,9,Similar,12%,63%,24%,0%,68%,46%,66%,Matemáticas
115377000015,LABRANZAGRANDE,I.E. TECNICA VALENTIN GARCIA,52,Similar,13,Similar,10%,35%,45%,10%,52%,25%,65%,Matemáticas
315380000114,LA CAPILLA,I.E. LA CANDELARIA,50,Similar,10,Similar,7%,50%,39%,4%,69%,39%,64%,Matemáticas
315401000276,LA VICTORIA,I.E. ALFONSO LOPEZ PUMAREJO,52,Similar,11,Similar,0%,47%,53%,0%,53%,31%,66%,Matemáticas
115403000011,LA UVITA,I.E. NUESTRA SEÑORA DE LAS MERCEDES,53,Similar,11,Similar,0%,48%,43%,10%,61%,42%,49%,Matemáticas
415403000197,LA UVITA,I.E. TECNICA AGROINDUSTRIAL CUSAGUI,51,Similar,6,Mayor,0%,33%,67%,0%,65%,53%,58%,Matemáticas
115407000023,VILLA DE LEYVA,I.E. TECNICA Y ACADEMICA ANTONIO NARIÑO,68,Menor,8,Similar,0%,5%,61%,34%,42%,18%,24%,Matemáticas
215407000087,VILLA DE LEYVA,IE LUIS CARLOS GALAN,54,Similar,11,Similar,6%,31%,56%,6%,42%,25%,57%,Matemáticas
315407000286,VILLA DE LEYVA,COL DULCE CORAZON DE MARIA,62,Similar,8,Similar,0%,7%,73%,20%,46%,22%,41%,Matemáticas
315407000359,VILLA DE LEYVA,GIMNASIO CAMPESTRE SANTO DOMINGO,64,Menor,8,Similar,0%,7%,67%,27%,48%,15%,39%,Matemáticas
115407000015,VILLA DE LEYVA,I.E. TEC IND ANTONIO RICAURTE,53,Similar,10,Similar,0%,42%,53%,6%,61%,38%,60%,Matemáticas
315407000243,VILLA DE LEYVA,INSTITUCION EDUCATIVA NUEVA ERA,61,Similar,9,Similar,0%,10%,80%,10%,51%,25%,38%,Matemáticas
115425000014,MACANAL,I.E. TECNICA JAIME CAMPOS JACOME DE MACANAL,51,Similar,11,Similar,8%,36%,51%,5%,68%,43%,56%,Matemáticas
215442000065,MARIPÍ,I.E. TECNICA ZULIA DE MARIPI,56,Similar,9,Similar,0%,33%,58%,8%,64%,33%,52%,Matemáticas
215442000057,MARIPÍ,I.E. LA CABAÑA,53,Similar,9,Similar,0%,43%,57%,0%,62%,36%,55%,Matemáticas
315442000264,MARIPÍ,I.E. JORGE ELIECER GAITAN,50,Similar,11,Similar,2%,56%,37%,5%,61%,43%,60%,Matemáticas
115455000027,MIRAFLORES,IE SERGIO CAMARGO,60,Similar,9,Similar,2%,14%,73%,12%,55%,31%,45%,Matemáticas
215455000099,MIRAFLORES,I.E. TECNICA MIRAFLORES,57,Similar,9,Similar,0%,27%,64%,9%,63%,35%,55%,Matemáticas
115464000242,MONGUA,I.E.T. LISANDRO CELY,47,Mayor,10,Similar,12%,47%,41%,0%,64%,39%,67%,Matemáticas
215464000085,MONGUA,I.E. TUNJUELO,46,Mayor,11,Similar,9%,55%,36%,0%,69%,48%,55%,Matemáticas
115466000011,MONGUÍ,I.E.T. JOSE ACEVEDO Y GOMEZ,56,Similar,13,Similar,9%,25%,55%,11%,57%,35%,49%,Matemáticas
115466000151,MONGUÍ,IE TECNICA DE MONGUI,47,Mayor,10,Similar,13%,56%,31%,0%,75%,50%,69%,Matemáticas
215469000113,MONIQUIRÁ,I.E. SERAFIN LUENGAS CHACON,51,Similar,7,Mayor,0%,63%,38%,0%,70%,53%,55%,Matemáticas
215469000342,MONIQUIRÁ,IE SAN ALBERTO MAGNO,44,Mayor,4,Mayor,0%,100%,0%,0%,82%,45%,78%,Matemáticas
215469000091,MONIQUIRÁ,I.E. TECNICA JORDAN,47,Mayor,11,Similar,15%,46%,38%,0%,51%,46%,66%,Matemáticas
215469000156,MONIQUIRÁ,I.E. TECNICA LA LAJA,53,Similar,11,Similar,11%,22%,67%,0%,58%,39%,56%,Matemáticas
115469000038,MONIQUIRÁ,I.E. TECNICA ANTONIO NARIÑO,54,Similar,11,Similar,1%,39%,51%,9%,57%,32%,57%,Matemáticas
215469000075,MONIQUIRÁ,I.E. HERNANDO GELVEZ SUAREZ,53,Similar,12,Similar,8%,33%,58%,0%,55%,42%,59%,Matemáticas
215469000083,MONIQUIRÁ,I.E. MARCO FIDEL SUÁREZ,48,Similar,9,Similar,10%,57%,33%,0%,72%,43%,73%,Matemáticas
315469000533,MONIQUIRÁ,I.E. SAN MIGUEL ARCANGEL,65,Menor,16,Menor,0%,9%,55%,36%,43%,30%,34%,Matemáticas
115476000124,MOTAVITA,I.E.T. SANTA CRUZ DE MOTAVITA,54,Similar,9,Similar,0%,42%,55%,3%,61%,31%,59%,Matemáticas
215476000013,MOTAVITA,I.E.T. AMBIENTAL SOTE PANELAS,51,Similar,7,Mayor,0%,46%,54%,0%,67%,30%,68%,Matemáticas
315480000341,MUZO,I.E. SAN MARCOS,53,Similar,11,Similar,5%,32%,58%,5%,57%,38%,56%,Matemáticas
215480000133,MUZO,I.E. NUESTRA SEÑORA DE LA NAVAL,50,Similar,10,Similar,5%,50%,40%,5%,64%,38%,66%,Matemáticas
4154800004,MUZO,I.E. CONCHA MEDINA DE SILVA,43,Mayor,0,Mayor,0%,100%,0%,0%,25%,25%,75%,Matemáticas
315491000351,NOBSA,"LICEO HOLCIM ""EDUCAMOS PARA LA INNOVACION Y EL EMPRENDIMIENTO""",64,Menor,9,Similar,0%,9%,61%,30%,29%,26%,37%,Matemáticas
115491000017,NOBSA,I.E. TECNICA DE NOBSA,59,Similar,11,Similar,0%,24%,58%,18%,52%,23%,47%,Matemáticas
215491000348,NOBSA,I.E.T. DE NAZARETH,57,Similar,12,Similar,5%,21%,74%,0%,60%,30%,49%,Matemáticas
415491000291,NOBSA,I.E. SUAZAPAWA,71,Menor,9,Similar,0%,0%,42%,58%,27%,15%,19%,Matemáticas
215494000063,NUEVO COLÓN,I.E. LLANO GRANDE,50,Similar,9,Similar,0%,45%,55%,0%,60%,45%,70%,Matemáticas
115494000131,NUEVO COLÓN,I.E. NUESTRA SEÑORA DE LA ANTIGUA,54,Similar,11,Similar,4%,32%,57%,7%,58%,38%,51%,Matemáticas
115500000084,OICATÁ,I.E. NICOLAS CUERVO Y ROJAS,54,Similar,10,Similar,4%,36%,57%,4%,53%,29%,56%,Matemáticas
415500800009,OICATÁ,INSTITUCION EDUCATIVA NUEVA GRANADA,61,Similar,9,Similar,0%,13%,75%,13%,61%,34%,39%,Matemáticas
21550700053,OTANCHE,I.E. SAN JOSE DE NAZARETH,50,Similar,8,Similar,13%,38%,50%,0%,54%,28%,56%,Matemáticas
215507000041,OTANCHE,I.E. SAMUEL IGNACIO SANTAMARIA,47,Mayor,9,Similar,13%,75%,13%,0%,66%,47%,69%,Matemáticas
115507000012,OTANCHE,I.E. SAN IGNACIO DE LOYOLA,50,Similar,10,Similar,6%,47%,44%,3%,67%,39%,63%,Matemáticas
315511000018,PACHAVITA,I.E. TECNICA HONORIO ANGEL Y OLARTE,57,Similar,10,Similar,0%,19%,75%,6%,53%,25%,56%,Matemáticas
115514000249,PÁEZ,I.E. DE EDUCACION BASICA Y MEDIA TECNICA JOSE ANTONIO PAEZ,53,Similar,10,Similar,5%,33%,58%,5%,54%,40%,55%,Matemáticas
215516000542,PAIPA,I.E. TECNICA AGRICOLA,52,Similar,10,Similar,9%,30%,61%,0%,65%,32%,58%,Matemáticas
315516000741,PAIPA,LICEO CAMPESTRE FRAY ARTURO AYALA,67,Menor,7,Mayor,0%,0%,64%,36%,41%,21%,28%,Matemáticas
41551600041,PAIPA,I.E. TECNICA AGROPECUARIA DE PALERMO,53,Similar,12,Similar,8%,25%,58%,8%,53%,40%,55%,Matemáticas
115516000424,PAIPA,I.E. TOMAS VASQUEZ RODRIGUEZ,60,Similar,11,Similar,2%,10%,66%,21%,49%,25%,47%,Matemáticas
115516000025,PAIPA,I.E. ARMANDO SOLANO,57,Similar,10,Similar,1%,27%,65%,7%,61%,29%,51%,Matemáticas
31551600061,PAIPA,I.E. ACADEMICO DE PAIPA,66,Menor,7,Mayor,0%,0%,76%,24%,40%,12%,31%,Matemáticas
215516000305,PAIPA,I.E. TECNICA PANTANO DE VARGAS,56,Similar,6,Mayor,0%,7%,93%,0%,56%,32%,54%,Matemáticas
315516000628,PAIPA,IE JUAN BAUTISTA MARIA VIANNEY,78,Menor,8,Similar,0%,2%,6%,93%,10%,10%,7%,Matemáticas
315516000016,PAIPA,I.E. EL ROSARIO,67,Menor,8,Similar,0%,4%,64%,32%,37%,17%,29%,Matemáticas
215516000127,PAIPA,I.E. RAFAEL BAYONA NIÑO,53,Similar,10,Similar,3%,31%,63%,3%,66%,40%,56%,Matemáticas
415516000703,PAIPA,INSTITUTO SANTA RITA,59,Similar,7,Mayor,0%,13%,88%,0%,57%,28%,50%,Matemáticas
315516000466,PAIPA,I.E. SAGRADA FAMILIA MAFALDA,61,Similar,13,Similar,0%,30%,45%,25%,47%,25%,43%,Matemáticas
115518000219,PAJARITO,I.E. AGROPECUARIA,57,Similar,9,Similar,0%,18%,82%,0%,57%,22%,55%,Matemáticas
115522000126,PANQUEBA,I.E. TECNICA DE PANQUEBA,54,Similar,10,Similar,5%,27%,65%,3%,54%,31%,53%,Matemáticas
115531000015,PAUNA,I.E.T NACIONALIZADO DE PAUNA,52,Similar,8,Similar,2%,42%,54%,2%,65%,43%,61%,Matemáticas
215531000478,PAUNA,I.E. SANTA ROSA,46,Mayor,9,Similar,9%,64%,27%,0%,73%,64%,61%,Matemáticas
