codigo_dane,pai_et_municipios,establecimientos_educativos,promedio,comparacion_pmat,desviacion,comparacion_dmat,desempeno_1,desempeno_2,desempeno_3,desempeno_4,aprendizaje_1,aprendizaje_2,aprendizaje_3,Competencia
27636400094,JAMUNDÍ,INSTITUCION EDUCATIVA JOSE MARIA CORDOBA,38,Mayor,10,Similar,44%,44%,12%,0%,78%,65%,75%,Matemáticas
276364000605,JAMUNDÍ,INSTITUCION EDUCATIVA SIXTO MARIA ROJAS,54,Similar,9,Similar,7%,14%,79%,0%,57%,30%,54%,Matemáticas
276364000036,JAMUNDÍ,INSTITUCION EDUCATIVA PRESBITERO HORACIO GOMEZ GALLO,42,Mayor,9,Similar,19%,66%,16%,0%,73%,58%,75%,Matemáticas
376364001665,JAMUNDÍ,COL SENDEROS,58,Similar,11,Similar,0%,25%,65%,10%,54%,34%,49%,Matemáticas
276364001661,JAMUNDÍ,INSTITUCION EDUCATIVA GENERAL SANTANDER,47,Similar,10,Similar,13%,54%,33%,0%,69%,44%,64%,Matemáticas
176364001313,JAMUNDÍ,INSTITUCION EDUCATIVA TÉCNICA INDUSTRIAL ESPAÑA,56,Similar,10,Similar,2%,27%,63%,8%,57%,31%,50%,Matemáticas
27636400161,JAMUNDÍ,INSTITUCION EDUCATIVA COMUNITARIA LUIS CARLOS VALENCIA,44,Mayor,10,Similar,21%,42%,37%,0%,69%,53%,62%,Matemáticas
376364001266,JAMUNDÍ,"CENTRO EDUCATIVO TÉCNICO INTEGRAL ""CETI""",52,Similar,8,Similar,0%,67%,33%,0%,64%,42%,46%,Matemáticas
276364000141,JAMUNDÍ,INSTITUCION EDUCATIVA ALFREDO BONILLA MONTAÑO,49,Similar,11,Similar,14%,39%,46%,1%,64%,47%,57%,Matemáticas
376364001002,JAMUNDÍ,COL LA MERCED,54,Similar,13,Similar,9%,29%,50%,12%,58%,28%,53%,Matemáticas
276364001024,JAMUNDÍ,INSTITUCION EDUCATIVA GENERAL PADILLA,41,Mayor,7,Mayor,25%,58%,17%,0%,74%,42%,71%,Matemáticas
276364000681,JAMUNDÍ,INSTITUCION EDUCATIVA GABRIELA MISTRAL,46,Similar,6,Mayor,17%,67%,17%,0%,60%,42%,67%,Matemáticas
376364001797,JAMUNDÍ,LICEO ÁGORA,55,Similar,8,Similar,0%,36%,64%,0%,60%,46%,54%,Matemáticas
376364002351,JAMUNDÍ,COLEGIO NUEVO MUNDO,51,Similar,11,Similar,0%,50%,50%,0%,70%,38%,54%,Matemáticas
37636400236,JAMUNDÍ,LICEO PAOLA,55,Similar,7,Mayor,0%,44%,44%,11%,56%,39%,58%,Matemáticas
376364001711,JAMUNDÍ,LICEO EL ROSARIO JAMUNDÍ,43,Mayor,9,Similar,25%,50%,25%,0%,77%,47%,64%,Matemáticas
476364002569,JAMUNDÍ,COLEGIO ALEJANDRIA,48,Similar,13,Similar,9%,45%,36%,9%,59%,50%,60%,Matemáticas
376364800002,JAMUNDÍ,COLEGIO TALLER DE MARIA,67,Menor,6,Mayor,0%,0%,75%,25%,39%,25%,13%,Matemáticas
176364800054,JAMUNDÍ,INSTITUCION EDUCATIVA EL RODEO,48,Similar,10,Similar,13%,42%,45%,0%,76%,47%,66%,Matemáticas
305266001709,LA ESTRELLA,COLEGIO RUDOLF STEINER,66,Menor,7,Mayor,0%,0%,80%,20%,43%,23%,30%,Matemáticas
305001014892,LA ESTRELLA,COLEGIO WALDORF ISOLDA ECHAVARRIA,61,Similar,11,Similar,3%,9%,68%,21%,55%,33%,43%,Matemáticas
305266002047,LA ESTRELLA,COLEGIO GIMNASIO CANTABRIA,69,Menor,10,Similar,0%,6%,42%,52%,33%,16%,22%,Matemáticas
305380000011,LA ESTRELLA,COLEGIO LA PRESENTACION,59,Similar,8,Mayor,0%,10%,81%,10%,58%,23%,51%,Matemáticas
305001014124,LA ESTRELLA,COLEGIO SOLEIRA,57,Similar,12,Similar,12%,8%,80%,0%,59%,39%,53%,Matemáticas
305380000542,LA ESTRELLA,COLEGIO SANTA TERESITA DEL NIÑO JESUS,61,Similar,10,Similar,2%,14%,65%,20%,47%,23%,40%,Matemáticas
405380000377,LA ESTRELLA,COLEGIO COLOMBO FRANCES,51,Similar,11,Similar,8%,38%,46%,8%,63%,50%,62%,Matemáticas
405380000288,LA ESTRELLA,COLEGIO DIVINO SALVADOR,56,Similar,10,Similar,3%,24%,64%,9%,60%,41%,50%,Matemáticas
305380019545,LA ESTRELLA,COLEGIO ANTONINO,66,Menor,7,Mayor,0%,6%,72%,22%,28%,21%,32%,Matemáticas
305001015546,LA ESTRELLA,GIMNASIO INTERNACIONAL DE MEDELLIN,66,Menor,8,Mayor,0%,0%,55%,45%,43%,18%,41%,Matemáticas
305380000046,LA ESTRELLA,COLEGIO LIZARDI MONTOYA,57,Similar,11,Similar,4%,28%,60%,8%,59%,32%,51%,Matemáticas
30538001943,LA ESTRELLA,COLEGIO LUIS AMIGO,61,Similar,10,Similar,0%,13%,66%,21%,46%,24%,44%,Matemáticas
205380000165,LA ESTRELLA,I. E. JOSE ANTONIO GALAN,48,Similar,10,Similar,12%,47%,41%,0%,66%,43%,64%,Matemáticas
105380000063,LA ESTRELLA,I. E. BERNARDO ARANGO MACIAS,50,Similar,10,Similar,11%,36%,52%,1%,64%,45%,62%,Matemáticas
105380000527,LA ESTRELLA,I. E. CONCEJO MUNICIPAL,50,Similar,10,Similar,7%,41%,51%,1%,65%,42%,63%,Matemáticas
20538000005,LA ESTRELLA,I. E. ANA EVA ESCOBAR GONZALEZ,54,Similar,10,Similar,0%,38%,56%,6%,60%,30%,59%,Matemáticas
3053808,LA ESTRELLA,COLEGIO CARLOS CASTRO SAAVEDRA,57,Similar,10,Similar,0%,31%,63%,6%,66%,44%,48%,Matemáticas
244430002097,ALBANIA,INSTITUCION EDUCATIVA SAN RAFAEL DE ALBANIA,43,Similar,10,Similar,25%,52%,23%,1%,66%,53%,68%,Matemáticas
244035003181,ALBANIA,INSTITUCION ETNOEDUCATIVA RURAL AKUAIPA INTERNADO INDIGENA DE ALBANIA,37,Mayor,9,Similar,53%,39%,8%,0%,80%,61%,66%,Matemáticas
244430000884,ALBANIA,INSTITUCION EDUCATIVA RURAL MARIA AUXILIADORA DE CUESTECITAS,44,Similar,9,Similar,22%,46%,32%,0%,72%,45%,70%,Matemáticas
344035000012,ALBANIA,CENTRO EDUCATIVO CAMINO AL FUTURO,48,Similar,10,Similar,11%,49%,41%,0%,69%,42%,63%,Matemáticas
144078001315,BARRANCAS,INSTITUCION EDUCATIVA RURAL  ELOY HERNANDEZ DIAZ,47,Similar,11,Similar,14%,38%,48%,0%,68%,50%,63%,Matemáticas
144078000599,BARRANCAS,INSTITUCI¿N EDUCATIVA PAULO VI,44,Similar,9,Similar,22%,57%,19%,1%,73%,50%,67%,Matemáticas
344078001306,BARRANCAS,INSTITUTO MARIA BERNARDA BUTLER,54,Menor,10,Similar,9%,9%,82%,0%,55%,36%,55%,Matemáticas
144078000581,BARRANCAS,INSTITUCION ETNOEDUCATIVA MONTE ALVERNIA,48,Similar,9,Similar,4%,54%,42%,0%,71%,40%,66%,Matemáticas
144078000033,BARRANCAS,INSTITUCION EDUCATIVA TÉCNICA REMEDIOS SOLANO,48,Similar,11,Similar,16%,36%,46%,1%,63%,46%,67%,Matemáticas
344078001422,BARRANCAS,INSTITUCION EDUCATIVA GIMNASIO BILINGÜE MODERNO,46,Similar,13,Similar,20%,47%,27%,7%,58%,50%,71%,Matemáticas
244001002879,DIBULLA,INSTITUCI¿N EDUCATIVA RURALADOLFO ANTONIO MINDIOLA ROBLES,42,Similar,8,Mayor,21%,68%,11%,0%,72%,48%,76%,Matemáticas
244001000418,DIBULLA,INSTITUCI¿N EDUCATIVA RURAL NUESTRA SE¿ORA DEL PILAR,48,Similar,10,Similar,13%,48%,39%,0%,62%,48%,69%,Matemáticas
244001002887,DIBULLA,INSTITUCION EDUCATIVA RURAL SAN ANTONIO DE PALOMINO,45,Similar,10,Similar,22%,54%,24%,0%,64%,44%,75%,Matemáticas
244001000787,DIBULLA,INSTITUCION EDUCATIVA TECNICA RURAL AGROPECUARIA DE MINGUEO,47,Similar,10,Similar,10%,56%,33%,1%,66%,54%,65%,Matemáticas
244090800007,DIBULLA,INSTITUCION ETNOEDUCATIVA  INTERNADO RURAL DUMINGUEKA,29,Mayor,6,Mayor,86%,14%,0%,0%,81%,73%,81%,Matemáticas
244090000124,DIBULLA,INSTITUCION EDUCATIVA RURAL MIGUEL PINEDO BARROS,46,Similar,10,Similar,12%,62%,26%,0%,68%,43%,70%,Matemáticas
244279000826,DISTRACCIÓN,INSTITUCION EDUCATIVA MARGOTH MAESTRE DE ARIZA,42,Similar,9,Similar,22%,61%,17%,0%,70%,56%,69%,Matemáticas
244279000214,DISTRACCIÓN,INSTITUCION EDUCATIVA RURAL DE BUENAVISTA,40,Similar,9,Similar,33%,57%,9%,0%,74%,56%,75%,Matemáticas
244098000042,DISTRACCIÓN,INSTITUCION EDUCATIVA RURAL GLADIS BONILLA DE GIL,44,Similar,10,Similar,16%,58%,26%,0%,66%,51%,63%,Matemáticas
144110000067,EL MOLINO,INSTITUCION EDUCATIVA TECNICA AGROPECUARIA ISMAEL RODRIGUEZ FUENTES,49,Similar,12,Similar,13%,49%,33%,5%,67%,47%,60%,Matemáticas
144110000016,EL MOLINO,INSTITUCION EDUCATIVA HELIODORO ALFREDO MONTERO DUARTE,46,Similar,11,Similar,12%,55%,33%,0%,64%,50%,64%,Matemáticas
144279000635,FONSECA,INSTITUCION EDUCATIVA TECNICA AGROPECUARIA DE FONSECA,47,Similar,8,Mayor,9%,54%,37%,0%,71%,43%,67%,Matemáticas
2442790013,FONSECA,INSTITUCION EDUCATIVA TÉCNICA AGROPECUARIA DE CONEJO,42,Similar,9,Similar,25%,63%,13%,0%,71%,51%,71%,Matemáticas
244279001008,FONSECA,INSTITUCION EDUCATIVA ERNESTO PARODI MEDINA,44,Similar,9,Similar,15%,62%,23%,0%,70%,54%,67%,Matemáticas
144279000392,FONSECA,INSTITUCION EDUCATIVA JUAN JACOBO ARAGON,46,Similar,9,Similar,19%,42%,39%,0%,70%,46%,63%,Matemáticas
144279000287,FONSECA,INSTITUCION EDUCATIVA TÉCNICA MARIA INMACULADA.,57,Menor,11,Similar,3%,25%,65%,8%,58%,30%,50%,Matemáticas
144279000368,FONSECA,INSTITUCION EDUCATIVA ROIG Y VILLALBA,52,Similar,8,Mayor,3%,39%,59%,0%,59%,38%,54%,Matemáticas
344279001037,FONSECA,INSTITUTO CRISTO REY,61,Menor,10,Similar,2%,11%,69%,19%,46%,25%,39%,Matemáticas
244279001415,FONSECA,INSTITUCIÓN EDUCATIVA MAYABANGLOMA,43,Similar,11,Similar,25%,55%,15%,5%,70%,48%,64%,Matemáticas
444279800024,FONSECA,IN STITUCION EDUCATIVA CETSCA EDUCACION FORMAL PARA JOVENES Y ADULTOS,37,Mayor,5,Mayor,33%,67%,0%,0%,77%,75%,71%,Matemáticas
344078001055,HATONUEVO,INSTITUCION EDUCATIVA  COMFAMILIAR DE LA GUAJIRA NO. 1,54,Menor,9,Similar,3%,24%,70%,3%,53%,39%,51%,Matemáticas
244078000879,HATONUEVO,INSTITUCIÓN ETNOEDUCATIVA RURAL GUAMACHITO,37,Mayor,9,Similar,50%,39%,11%,0%,75%,53%,75%,Matemáticas
244078000577,HATONUEVO,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL CARMEN,45,Similar,10,Similar,21%,48%,29%,1%,73%,44%,67%,Matemáticas
244078000861,HATONUEVO,INSTITUCION EDUCATIVA  CARLOS ALBERTO CAMARGO MENDEZ,48,Similar,10,Similar,11%,53%,35%,2%,69%,40%,67%,Matemáticas
244855000331,LA JAGUA DEL PILAR,INSTITUCION EDUCATIVA TECNICA AGROPECUARIA ANAURIO MANJARREZ,45,Similar,10,Similar,10%,60%,27%,3%,67%,44%,68%,Matemáticas
244560000223,MANAURE,INSTITUCION EDUCATIVA TECNICA INTERNADO INDIGENA SAN ANTONIO,40,Similar,10,Similar,39%,40%,21%,0%,76%,49%,64%,Matemáticas
2445600001,MANAURE,INSTITUCION EDUCATIVA URBANA MIXTA N°.1,43,Similar,10,Similar,24%,51%,24%,0%,71%,50%,69%,Matemáticas
244560000151,MANAURE,INSTITUCION  ETNOEDUCATIVA RURAL  INTERNADO  LAACHON MAYAPO,38,Mayor,9,Similar,47%,45%,8%,0%,82%,58%,67%,Matemáticas
244560000037,MANAURE,INSTITUCIÓN ETNOEDUCATIVA SAN RAFAEL DEL PAJARO,34,Mayor,9,Similar,62%,35%,4%,0%,84%,63%,67%,Matemáticas
144560000199,MANAURE,INSTITUCION EDUCATIVA TECNICA EUSEBIO SEPTIMIO MARI,47,Similar,12,Similar,14%,51%,33%,2%,66%,46%,64%,Matemáticas
244560000321,MANAURE,INST ETNOEDUCATIVA LA GLORIA,38,Mayor,9,Similar,39%,51%,10%,0%,82%,56%,70%,Matemáticas
24456000024,MANAURE,INST ETNOEDUCATIVA NTRA SRA DE FATIMA,33,Mayor,7,Mayor,62%,38%,0%,0%,82%,69%,69%,Matemáticas
344560000074,MANAURE,INSTITUCION EDUCATIVA SAGRADO CORAZON DE JESUS,43,Similar,10,Similar,20%,61%,20%,0%,65%,51%,66%,Matemáticas
244560000975,MANAURE,INSTITUCION  ETNOEDUCATIVO RURAL DE  MARACARI,30,Mayor,7,Mayor,86%,12%,2%,0%,85%,70%,74%,Matemáticas
244560000541,MANAURE,INSTITUCION  ETNOEDUCATIVO RURAL LA PAZ,38,Mayor,8,Mayor,37%,59%,4%,0%,84%,57%,75%,Matemáticas
244560002633,MANAURE,INSTITUCION  ETNOEDUCATIVA RURAL ANOUI,35,Mayor,8,Mayor,55%,45%,0%,0%,93%,59%,76%,Matemáticas
24484700372,MANAURE,INSTITUCION  ETNOEDUCATIVA RURAL ASHAJAA DE JAMUCHECHON ,31,Mayor,5,Mayor,77%,23%,0%,0%,85%,62%,68%,Matemáticas
244560001572,MANAURE,INSTITUCIÓN  ETNOEDUCATIVA RURAL  NAZARETH,34,Mayor,9,Similar,70%,20%,10%,0%,90%,63%,74%,Matemáticas
144650001062,SAN JUAN DEL CESAR,INSTITUCION EDUCATIVA JOSE EDUARDO GUERRA,44,Similar,9,Similar,17%,63%,21%,0%,83%,45%,63%,Matemáticas
244650000494,SAN JUAN DEL CESAR,INSTITUCION EDUCATIVA  RURAL MERCEDES ROMERO DE QUINTERO,43,Similar,8,Mayor,20%,52%,28%,0%,71%,45%,62%,Matemáticas
144650000368,SAN JUAN DEL CESAR,INSTITUCION EDUCATIVA LA NORMAL SUPERIOR,50,Similar,9,Similar,8%,43%,48%,2%,66%,41%,62%,Matemáticas
244650000761,SAN JUAN DEL CESAR,INSTITUCION EDUCATIVA RURAL HUGUES MANUEL LACOUTURE,42,Similar,9,Similar,33%,48%,18%,0%,65%,52%,66%,Matemáticas
144650000651,SAN JUAN DEL CESAR,INSTITUCION MANUEL ANTONIO DAVILA,47,Similar,9,Similar,7%,54%,39%,0%,61%,43%,62%,Matemáticas
144650000066,SAN JUAN DEL CESAR,INSTITUCION EDUCATIVA MARIA AUXILIADORA,48,Similar,8,Mayor,5%,52%,43%,0%,66%,45%,65%,Matemáticas
14465000102,SAN JUAN DEL CESAR,INSTITUCION EDUCATIVA MARIA EMMA MENDOZA,44,Similar,9,Similar,21%,50%,29%,0%,72%,53%,72%,Matemáticas
244650000818,SAN JUAN DEL CESAR,INSTITUCIÓN EDUCATIVA RURAL ANA JOAQUINA RODRIGUEZ ,43,Similar,7,Mayor,11%,81%,9%,0%,71%,52%,76%,Matemáticas
144650000341,SAN JUAN DEL CESAR,INSTITUCION EDUCATIVA EL CARMELO,58,Menor,9,Similar,0%,29%,62%,9%,50%,31%,47%,Matemáticas
344650001413,SAN JUAN DEL CESAR,COLEGIO FRANCISCO PALAU Y QUER,54,Menor,9,Similar,2%,26%,70%,2%,61%,34%,52%,Matemáticas
244650000117,SAN JUAN DEL CESAR,INSTITUCIÓN EDUCATIVA RURAL CARACOLI,41,Similar,12,Similar,38%,44%,19%,0%,77%,61%,63%,Matemáticas
244650001512,SAN JUAN DEL CESAR,INSTITUCION ETNOEDUCATIVA E  INTERNADO ZHARNEKA.,37,Mayor,10,Similar,55%,34%,10%,0%,78%,59%,68%,Matemáticas
144855000506,URUMITA,INSTITUCIÓN EDUCATIVA TECNICA INMACULADA LIÑAN,60,Menor,9,Similar,0%,17%,67%,15%,48%,24%,42%,Matemáticas
144855000387,URUMITA,INSTITUCIÓN EDUCATIVA TECNICA AGROPECUARIA DE URUMITA,55,Menor,10,Similar,2%,29%,67%,2%,55%,35%,55%,Matemáticas
344874000087,VILLANUEVA,COLEGIO LA SAGRADA FAMILIA,60,Menor,9,Similar,2%,12%,78%,8%,55%,23%,40%,Matemáticas
144874000657,VILLANUEVA,INSTITUCION EDUCATIVA SILVESTRE DANGOND DAZA,47,Similar,8,Mayor,5%,60%,35%,0%,61%,44%,68%,Matemáticas
144874000517,VILLANUEVA,INSTITUCION EDUCATIVA TÉCNICA PROMOCION SOCIAL,46,Similar,11,Similar,23%,44%,33%,0%,71%,46%,66%,Matemáticas
144874000347,VILLANUEVA,INSTITUCION EDUCATIVA ROQUE DE ALBA,52,Similar,11,Similar,6%,37%,54%,3%,59%,36%,56%,Matemáticas
144874000452,VILLANUEVA,INSTITUCION EDUCATIVA LOS FUNDADORES,48,Similar,9,Similar,11%,44%,44%,0%,70%,53%,72%,Matemáticas
223417002421,LORICA,INSTITUCION EDUCATIVA EL REMOLINO,45,Similar,12,Similar,24%,38%,38%,0%,66%,51%,64%,Matemáticas
123417001438,LORICA,INSTITUCION EDUCATIVA INSTITUTO TECNICO AGRICOLA,50,Similar,9,Similar,6%,49%,43%,1%,62%,37%,61%,Matemáticas
223417002072,LORICA,INSTITUCIÓN EDUCATIVA EL RODEO,41,Mayor,10,Similar,35%,48%,15%,2%,76%,57%,72%,Matemáticas
223417002463,LORICA,INSTITUCION EDUCATIVA JOSE ISABEL GONZALEZ,40,Mayor,10,Similar,39%,42%,19%,0%,65%,51%,76%,Matemáticas
323417002026,LORICA,INSTITUTO CIUDAD LORICA,61,Menor,12,Similar,2%,12%,73%,12%,48%,24%,37%,Matemáticas
223417000061,LORICA,INSTITUCION EDUCATIVO LOS GOMEZ MARGEN IZQUIERDA,51,Similar,10,Similar,4%,43%,54%,0%,67%,38%,62%,Matemáticas
223417001793,LORICA,INSTITUCION EDUCATIVA LA UNION,50,Similar,11,Similar,10%,46%,41%,3%,62%,43%,58%,Matemáticas
223417002749,LORICA,INSTITUCION EDUCATIVA EUGENIO SANCHEZ CARDENAS,48,Similar,9,Similar,10%,52%,38%,0%,61%,46%,64%,Matemáticas
323417002514,LORICA,COLEGIO EL ENCANTO,66,Menor,14,Similar,0%,17%,48%,35%,36%,21%,27%,Matemáticas
223417002111,LORICA,INSTITUCION EDUCATIVA COLEGIO EL CARITO,46,Similar,10,Similar,12%,56%,30%,2%,67%,50%,67%,Matemáticas
223417000461,LORICA,INSTITUCION EDUCATIVA SAN LUIS CAMPO ALEGRE,45,Similar,11,Similar,18%,55%,26%,0%,67%,53%,66%,Matemáticas
123417001632,LORICA,INSTITUCION EDUCATIVA ANTONIO DE LA TORRE Y MIRANDA,48,Similar,10,Similar,10%,52%,36%,2%,65%,48%,64%,Matemáticas
223417000754,LORICA,INSTITUCION EDUCATIVA JESUS DE NAZARETH,51,Similar,12,Similar,10%,38%,49%,4%,56%,42%,57%,Matemáticas
123417000288,LORICA,INSTITUCION EDUCATIVA LACIDES C. BERSAL,51,Similar,10,Similar,8%,40%,50%,2%,59%,38%,60%,Matemáticas
223417001351,LORICA,INSTITUCION EDUCATIVA SAN ANTERITO,44,Similar,10,Similar,22%,51%,27%,0%,74%,53%,68%,Matemáticas
123417000407,LORICA,INSTITUCION EDUCATIVA DAVID SANCHEZ JULIAO,45,Similar,10,Similar,20%,56%,23%,1%,67%,52%,70%,Matemáticas
223417003001,LORICA,INSTITUCION EDUCATIVA CANDELARIA HACIENDA,42,Similar,9,Similar,27%,50%,23%,0%,62%,54%,77%,Matemáticas
323417000279,LORICA,ESCUELA NORMAL SANTA TERESITA,59,Menor,11,Similar,6%,13%,69%,13%,47%,27%,44%,Matemáticas
123417000393,LORICA,INSTITUCION EDUCATIVA PAULO VI,46,Similar,10,Similar,17%,51%,32%,0%,70%,44%,66%,Matemáticas
323417003561,LORICA,COLEGIO CENTRAL MILITAR ALMIRANTE COLON,52,Similar,9,Similar,6%,41%,53%,0%,62%,40%,63%,Matemáticas
223417003028,LORICA,INSTITUCION EDUCATIVA ROMAN CHICA OLAYA,50,Similar,8,Similar,6%,54%,38%,2%,66%,38%,63%,Matemáticas
123417001411,LORICA,INSTITUCINO EDUCATIVA SANTA CRUZ,48,Similar,10,Similar,13%,44%,42%,1%,66%,47%,58%,Matemáticas
223417001998,LORICA,INSTITUCION EDUCATIVA LAS FLORES,42,Similar,9,Similar,25%,57%,18%,0%,75%,52%,75%,Matemáticas
223417000207,LORICA,INSTITUCION EDUCATIVA RAFAEL NU¿EZ,43,Similar,10,Similar,31%,45%,24%,0%,72%,50%,67%,Matemáticas
223417000177,LORICA,INSTITUCION EDUCATIVA EL CAMPANO DE LOS INDIOS,44,Similar,11,Similar,27%,45%,27%,0%,80%,43%,75%,Matemáticas
22341700167,LORICA,INSTITUCION EDUCATIVA EL LAZO,42,Similar,11,Similar,30%,47%,23%,0%,72%,54%,72%,Matemáticas
22341700122,LORICA,INSTITUCIÓN EDUCATIVA VILLA CONCEPCIÓN,42,Similar,10,Similar,22%,50%,28%,0%,78%,50%,72%,Matemáticas
223417002951,LORICA,INSTITUCION EDUCATIVA LAS CRUCES,49,Similar,11,Similar,11%,47%,42%,0%,65%,43%,59%,Matemáticas
223417001581,LORICA,INSTITUCIÓN EDUCATIVA CASTILLERAL,52,Similar,10,Similar,3%,42%,55%,0%,56%,40%,58%,Matemáticas
223417002056,LORICA,INSTITUCION EDUCATIVA ANTONIO SANCHEZ GUTIERREZ,47,Similar,10,Similar,7%,64%,29%,0%,65%,41%,63%,Matemáticas
21343000061,MAGANGUÉ,INSTITUCION EDUCATIVA LA PASCUALA,44,Similar,10,Similar,16%,58%,24%,3%,72%,45%,65%,Matemáticas
213430001811,MAGANGUÉ,I.E. DE YATI,47,Similar,11,Similar,15%,49%,34%,3%,68%,48%,65%,Matemáticas
213430001144,MAGANGUÉ,INST EDUC TECNICO ACUICOLA DE CASCAJAL,47,Similar,11,Similar,11%,48%,41%,0%,66%,46%,65%,Matemáticas
113430000003,MAGANGUÉ,INST EDUC LICEO JOAQUIN F. VELEZ,46,Similar,10,Similar,19%,46%,35%,0%,66%,48%,67%,Matemáticas
213430002493,MAGANGUÉ,INST EDUC SAN JUAN BAUTISTA DE EL RETIRO,51,Similar,8,Mayor,0%,50%,50%,0%,69%,35%,60%,Matemáticas
113430001379,MAGANGUÉ,INST EDUC MANUEL ATENCIA ORDO¿EZ,44,Similar,10,Similar,24%,50%,26%,0%,68%,49%,69%,Matemáticas
213430002337,MAGANGUÉ,I.E. DE COYONGAL,44,Similar,9,Similar,15%,57%,28%,0%,73%,46%,66%,Matemáticas
113430002189,MAGANGUÉ,INST EDUC SAN MATEO,53,Similar,10,Similar,3%,39%,54%,5%,57%,34%,58%,Matemáticas
113430000143,MAGANGUÉ,INST EDUC NSTRA SRA DE FATIMA,51,Similar,11,Similar,9%,35%,54%,2%,66%,36%,59%,Matemáticas
113430003096,MAGANGUÉ,I.E. SAN JOSE NO 1,51,Similar,10,Similar,6%,41%,52%,2%,60%,39%,58%,Matemáticas
313430002889,MAGANGUÉ,CORP EDUC DE MAGANGUE CEDEMAG,46,Similar,8,Mayor,18%,55%,27%,0%,71%,45%,63%,Matemáticas
213430000113,MAGANGUÉ,INST EDUC DE ISLA GRANDE,40,Mayor,10,Similar,36%,50%,14%,0%,69%,50%,75%,Matemáticas
313430001653,MAGANGUÉ,COL LA CANDELARIA,53,Similar,10,Similar,6%,25%,69%,0%,62%,35%,60%,Matemáticas
313430002129,MAGANGUÉ,GIMN MODERNO MONTECATINI,68,Menor,14,Similar,0%,11%,44%,44%,33%,17%,28%,Matemáticas
113430002171,MAGANGUÉ,INST EDUC COMUNAL DE VERSALLES,49,Similar,9,Similar,8%,49%,42%,1%,67%,39%,64%,Matemáticas
213430001926,MAGANGUÉ,INST EDUC DE JUAN ARIAS,49,Similar,9,Similar,7%,53%,40%,0%,69%,44%,65%,Matemáticas
113430000631,MAGANGUÉ,I.E. SAN JOSE NO 2,50,Similar,10,Similar,5%,44%,49%,2%,60%,40%,60%,Matemáticas
11343000307,MAGANGUÉ,INST EDUC LICEO MODERNO MAGANGUE,53,Similar,12,Similar,6%,35%,54%,6%,55%,37%,55%,Matemáticas
313430001416,MAGANGUÉ,COL SAGRADO CORAZON DE JESUS,41,Mayor,11,Similar,30%,50%,20%,0%,69%,58%,72%,Matemáticas
213430003082,MAGANGUÉ,INST EDUC DE CEIBAL,46,Similar,11,Similar,20%,50%,30%,0%,62%,53%,66%,Matemáticas
313430000983,MAGANGUÉ,INST TEC CULT DIOCESANO,57,Menor,11,Similar,3%,25%,62%,10%,55%,31%,50%,Matemáticas
213430002612,MAGANGUÉ,INST EDUC SAN SEBASTIAN DE MADRID,48,Similar,9,Similar,6%,50%,44%,0%,65%,44%,63%,Matemáticas
213430002582,MAGANGUÉ,INST EDUC TECNICA AGROPECUARIA SANTA BARBARA,47,Similar,11,Similar,12%,47%,40%,1%,67%,40%,67%,Matemáticas
213430003066,MAGANGUÉ,I.E. NUESTRA SEÑORA DEL CARMEN DE BARBOSA,39,Mayor,10,Similar,39%,48%,12%,1%,74%,56%,70%,Matemáticas
213430002949,MAGANGUÉ,INST EDUC TEC AGROP CALIXTO DIAZ PALENCIA,43,Similar,12,Similar,26%,59%,11%,4%,74%,58%,68%,Matemáticas
2472880002,ALGARROBO,INSTITUCION EDUCATIVA DEPARTAMENTAL ALGARROBO,42,Similar,11,Similar,31%,44%,24%,0%,71%,53%,71%,Matemáticas
247288000595,ALGARROBO,INSTITUCION EDUCATIVA DEPARTAMENTAL LOMA DEL BALSAMO,43,Similar,10,Similar,26%,50%,24%,0%,73%,55%,65%,Matemáticas
247288000641,ALGARROBO,INSTITUCION EDUCATIVA DEPARTAMENTAL RAFAEL NU¿EZ,42,Similar,10,Similar,29%,43%,27%,0%,69%,53%,72%,Matemáticas
147053001913,ARACATACA,INSTITUCION EDUCATIVA DEPARTAMENTAL FOSSY MARCOS MARIA,45,Similar,11,Similar,23%,50%,23%,3%,59%,53%,60%,Matemáticas
147053000046,ARACATACA,INSTITUCION EDUCATIVA DEPARTAMENTAL ELVIA VIZCAINO DE TODARO,48,Similar,10,Similar,10%,49%,40%,1%,65%,44%,65%,Matemáticas
147053000151,ARACATACA,INSTITUCION EDUCATIVA DEPARTAMENTAL GABRIEL GARCIA MARQUEZ DE ARACATACA,44,Similar,8,Similar,13%,67%,21%,0%,71%,44%,68%,Matemáticas
247053000032,ARACATACA,INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL DE BUENOS AIRES,41,Similar,8,Similar,26%,60%,13%,0%,73%,55%,72%,Matemáticas
147053000488,ARACATACA,INSTITUCION EDUCATIVA DEPARTAMENTAL JOHN F. KENNEDY,45,Similar,10,Similar,18%,53%,28%,0%,72%,51%,67%,Matemáticas
347053000029,ARACATACA,INST JUAN BAUTISTA DAZA PALACIO,53,Menor,8,Similar,0%,38%,62%,0%,60%,29%,63%,Matemáticas
