codigo_dane,pai_et_municipios,establecimientos_educativos,promedio,comparacion_ping,desviacion,comparacion_ding,desempeno_a_minus,desempeno_a1,desempeno_a2,desempeno_b1,desempeno_b_plus,Competencia
285230000292,OROCUÉ,INSTITUCION EDUCATIVA IEA PUDI (RESGUARDO EL DUYA),40,Mayor,5,Mayor,100%,0%,0%,0%,0%,Inglés
18523000109,OROCUÉ,INSTITUCION EDUCATIVA LUIS CARLOS GALAN SARMIENTO,48,Similar,9,Similar,48%,44%,6%,2%,0%,Inglés
385250001044,PAZ DE ARIPORO,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL EL PALMAR,51,Similar,10,Similar,40%,41%,12%,6%,1%,Inglés
285250000582,PAZ DE ARIPORO,INST TEC EMPRESARIAL DEL NORTE DE CASANARE ITENCA,47,Similar,8,Similar,58%,29%,13%,0%,0%,Inglés
285250000574,PAZ DE ARIPORO,INSTITUCION EDUCATIVA INDIGENA YAMOTSINÉMÜ,33,Mayor,0,Mayor,100%,0%,0%,0%,0%,Inglés
185250000014,PAZ DE ARIPORO,INSTITUCION EDUCATIVA SAGRADO CORAZON,49,Similar,10,Similar,52%,26%,17%,5%,0%,Inglés
185250001053,PAZ DE ARIPORO,INSTITUCION EDUCATIVA FRANCISCO JOSE DE CALDAS,47,Similar,9,Similar,59%,27%,11%,2%,0%,Inglés
285250000906,PAZ DE ARIPORO,INSTITUCION EDUCATIVA SIMON BOLIVAR,43,Similar,8,Similar,67%,33%,0%,0%,0%,Inglés
285250000957,PAZ DE ARIPORO,INSTITUCION EDUCATIVA NUESTRA SEÑORA DE MANARE,47,Similar,7,Similar,58%,36%,2%,4%,0%,Inglés
185250000201,PAZ DE ARIPORO,INSTITUCION EDUCATIVA JUAN JOSE RONDON,51,Similar,9,Similar,33%,48%,13%,6%,0%,Inglés
285250000671,PAZ DE ARIPORO,INSTITUCION EDUCATIVA SAN JUAN DE LOS LLANOS,40,Mayor,8,Similar,86%,14%,0%,0%,0%,Inglés
185263000269,PORE,INSTITUCION EDUCATIVA RAFAEL URIBE URIBE,47,Similar,8,Similar,55%,31%,14%,0%,0%,Inglés
285263000298,PORE,INSTITUCION EDUCATIVA ANTONIO NARIÑO - LA PLATA,47,Similar,6,Mayor,50%,50%,0%,0%,0%,Inglés
285263000034,PORE,INSTITUCION EDUCATIVA EL BANCO,48,Similar,7,Similar,53%,33%,13%,0%,0%,Inglés
185279000013,RECETOR,INSTITUCION EDUCATIVA FERNANDO RODRIGUEZ,50,Similar,8,Similar,29%,57%,14%,0%,0%,Inglés
285300000112,SABANALARGA,INSTITUCION EDUCATIVA MANUEL ELKIN PATARROYO (CORREGIMIENTO AGUACLARA),47,Similar,7,Similar,47%,47%,7%,0%,0%,Inglés
18530000038,SABANALARGA,INSTITUCION EDUCATIVA JORGE ELIECER GAITAN,50,Similar,9,Similar,39%,47%,11%,3%,0%,Inglés
185315000084,SÁCAMA,INSTITUCION EDUCATIVA ANTONIO NARIÑO,44,Similar,8,Similar,62%,29%,10%,0%,0%,Inglés
185325000597,SAN LUIS DE PALENQUE,INSTITUCION EDUCATIVA TECNICO FRANCISCO LUCEA,49,Similar,8,Similar,42%,44%,14%,0%,0%,Inglés
185400000131,TÁMARA,INSTITUCION EDUCATIVA ARTURO SALAZAR MEJIA,46,Similar,8,Similar,56%,35%,9%,0%,0%,Inglés
285400000861,TÁMARA,INSTITUCION EDUCATIVA VICTOR GOMEZ CORREDOR,51,Similar,8,Similar,36%,45%,18%,0%,0%,Inglés
185410000016,TAURAMENA,INSTITUCION EDUCATIVA JOSE MARIA CORDOBA,52,Similar,12,Similar,35%,37%,14%,13%,1%,Inglés
285410000045,TAURAMENA,INSTITUCION EDUCATIVA SIGLO XXI,59,Menor,11,Similar,17%,33%,25%,21%,4%,Inglés
285410000916,TAURAMENA,"INSTITUCION EDUCATIVA CENTRO REGIONAL DE INVESTIGACION EDUCACION Y EXTENSION DE TAURAMENA ""CRIET""",42,Similar,6,Mayor,86%,14%,0%,0%,0%,Inglés
185410001004,TAURAMENA,INSTITUCION EDUCATIVA DEL LLANO,52,Similar,10,Similar,35%,44%,13%,6%,2%,Inglés
285410000649,TAURAMENA,INSTITUCION EDUCATIVA EL CUSIANA,46,Similar,7,Similar,57%,39%,4%,0%,0%,Inglés
285430000611,TRINIDAD,INSTITUCION EDUCATIVA CAMPESTRE BRISAS DEL PAUTO,43,Similar,8,Similar,72%,22%,6%,0%,0%,Inglés
285430000866,TRINIDAD,INSTITUCION EDUCATIVA RAFAEL GARCIA HERREROS,50,Similar,9,Similar,30%,50%,20%,0%,0%,Inglés
285430000378,TRINIDAD,INSTITUCION EDUCATIVA EL POZO PETROLERO,44,Similar,5,Mayor,81%,19%,0%,0%,0%,Inglés
285430000734,TRINIDAD,INSTITUCION EDUCATIVA SANTA IRENE,44,Similar,5,Mayor,69%,31%,0%,0%,0%,Inglés
185430000349,TRINIDAD,INSTITUCION EDUCATIVA TECNICO INTEGRADO DE TRINIDAD,48,Similar,9,Similar,49%,36%,11%,2%,1%,Inglés
385440000419,VILLANUEVA,INCETEC INSTITUTO CENTRALIZADO DE ESTUDIOS TECNICOS,41,Mayor,10,Similar,85%,12%,0%,0%,4%,Inglés
385440000192,VILLANUEVA,INSTITUCION EDUCATIVA NUESTRA SEÑORA DE LOS DOLORES MANARE,51,Similar,10,Similar,38%,37%,19%,5%,2%,Inglés
285440000082,VILLANUEVA,INSTITUCION EDUCATIVA SAN AGUSTIN,46,Similar,8,Similar,58%,33%,8%,0%,0%,Inglés
185440000053,VILLANUEVA,INSTITUCION EDUCATIVA FABIO RIVEROS,51,Similar,10,Similar,39%,42%,12%,4%,2%,Inglés
185440000118,VILLANUEVA,INSTITUCION EDUCATIVA EZEQUIEL MORENO Y DIAZ,48,Similar,9,Similar,47%,35%,14%,3%,0%,Inglés
385440800008,VILLANUEVA,INSTITUCION DE EDUCACION HIPATIA,41,Mayor,9,Similar,81%,13%,6%,0%,0%,Inglés
219022001207,ALMAGUER,I.E. LA HERRADURA,42,Similar,7,Similar,74%,26%,0%,0%,0%,Inglés
119022001172,ALMAGUER,INSTITUCION EDUCATIVA SAN LUIS,42,Similar,6,Similar,82%,18%,0%,0%,0%,Inglés
219022001096,ALMAGUER,I.E. SANTA MARIA DE CAQUIONA,34,Mayor,16,Menor,92%,8%,0%,0%,0%,Inglés
219022001185,ALMAGUER,INSTITUCION EDUCATIVA LLACUANAS,45,Similar,7,Similar,79%,7%,14%,0%,0%,Inglés
119022000486,ALMAGUER,I.E. NORMAL SUPERIOR SANTA CLARA,44,Similar,7,Similar,73%,26%,2%,0%,0%,Inglés
219022001193,ALMAGUER,INSTITUCION EDUCATIVA EL TABLON,40,Similar,8,Similar,71%,29%,0%,0%,0%,Inglés
219050000097,ARGELIA,I.E.T. MIGUEL ZAPATA (ANTES I.E. MIGUEL ZAPATA,45,Similar,8,Similar,59%,32%,9%,0%,0%,Inglés
219050000135,ARGELIA,I.E. LA BELLEZA,49,Similar,5,Mayor,18%,82%,0%,0%,0%,Inglés
319050004348,ARGELIA,FUNDACIÓN INTEGRAL SIGLO XXI,40,Similar,3,Mayor,100%,0%,0%,0%,0%,Inglés
119050000637,ARGELIA,I.E. AGRICOLA DE ARGELIA,45,Similar,10,Similar,62%,29%,8%,2%,0%,Inglés
219050000691,ARGELIA,I.E. SINAI,40,Similar,7,Similar,92%,8%,0%,0%,0%,Inglés
219050000038,ARGELIA,I.E. MARCO FIDEL NARVAEZ,46,Similar,7,Similar,56%,40%,5%,0%,0%,Inglés
219050000178,ARGELIA,I.E. EL DIVISO (ANTES C.E. EL DIVISO),39,Similar,6,Similar,100%,0%,0%,0%,0%,Inglés
219050000488,ARGELIA,I.E. PUERTO RICO,45,Similar,6,Similar,78%,11%,11%,0%,0%,Inglés
219075000296,BALBOA,I.E. LA PLANADA,46,Similar,7,Similar,58%,33%,8%,0%,0%,Inglés
219075000041,BALBOA,I.E. OLAYA (ANTES C.E. OLAYA),41,Similar,8,Similar,74%,26%,0%,0%,0%,Inglés
219075000211,BALBOA,I.E. LA BERMEJA,45,Similar,7,Similar,62%,38%,0%,0%,0%,Inglés
11907500002,BALBOA,I.E. VASCO NUÑEZ DE BALBOA,51,Similar,9,Similar,32%,48%,14%,7%,0%,Inglés
219075000636,BALBOA,I.E. AGRICOLA SAN ALFONSO,45,Similar,8,Similar,64%,36%,0%,0%,0%,Inglés
219100001103,BOLÍVAR,INST EDUC EL RODEO,42,Similar,6,Similar,81%,19%,0%,0%,0%,Inglés
21910000305,BOLÍVAR,INSTITUCION EDUCATIVA TECNICA AGROPECUARIA NUESTRA SENORA DE LOS REMEDIOS,42,Similar,8,Similar,80%,20%,0%,0%,0%,Inglés
419100002826,BOLÍVAR,INSTITUCION EDUCATIVA AGROPECUARIO NUESTRA SENORA DEL CARMEN,44,Similar,8,Similar,61%,33%,6%,0%,0%,Inglés
119100002474,BOLÍVAR,INSTITUCIÓN EDUCATIVA TECNICO DOMINGO BELISARIO GOMEZ,46,Similar,11,Similar,59%,29%,9%,1%,1%,Inglés
119100001214,BOLÍVAR,INSTITUCION EDUCATIVA MARCO FIDEL SUAREZ,42,Similar,6,Similar,85%,13%,2%,0%,0%,Inglés
219100000654,BOLÍVAR,INST EDUC SAN FERNANDO DE MELCHOR,47,Similar,5,Mayor,50%,50%,0%,0%,0%,Inglés
219100002584,BOLÍVAR,INSTITUCION EDUCATIVA SAN JOSE DEL MORRO,47,Similar,12,Similar,50%,25%,17%,8%,0%,Inglés
219100000433,BOLÍVAR,INSTITUCIÓN EDUCATIVA EL CARMEN,43,Similar,5,Mayor,88%,13%,0%,0%,0%,Inglés
119100003047,BOLÍVAR,INSTITUCIÓN EDUCATIVA SANTA CATALINA DE LABOURÉ,49,Similar,9,Similar,51%,34%,13%,1%,0%,Inglés
219100002932,BOLÍVAR,INSTITUCIÓN EDUCATIVA AGROPECUARIA JOSÉ DOLORES DAZA,43,Similar,7,Similar,72%,28%,0%,0%,0%,Inglés
219100000948,BOLÍVAR,INST EDUC LA CARBONERA,43,Similar,8,Similar,85%,5%,10%,0%,0%,Inglés
219100002789,BOLÍVAR,INSTITUCION EDUCATIVA AGRICOLA ALEJANDRO GOMEZ,40,Similar,8,Similar,83%,17%,0%,0%,0%,Inglés
219100001821,BOLÍVAR,INST EDUC ANDINO SAN LORENZO,42,Similar,6,Similar,83%,14%,3%,0%,0%,Inglés
1191100005,BUENOS AIRES,INSTITUCION EDUCATIVA MARIA AUXILIADORA,44,Similar,7,Similar,80%,13%,7%,0%,0%,Inglés
219110001659,BUENOS AIRES,INSTITUCION EDUCATIVA AGROPECUARIA BRISAS DE MARY LOPEZ,43,Similar,7,Similar,75%,25%,0%,0%,0%,Inglés
219110000458,BUENOS AIRES,I.E. MAZAMORRERO,37,Mayor,3,Mayor,100%,0%,0%,0%,0%,Inglés
219110000636,BUENOS AIRES,INSTITUCION EDUCATIVA PARA EL DESARROLLO INTERCULTURAL DE LAS COMUNIDADES INEDIC,43,Similar,9,Similar,71%,29%,0%,0%,0%,Inglés
419110001623,BUENOS AIRES,INSTITUCION EDUCATIVA CERRO CATALINA,38,Similar,7,Similar,90%,10%,0%,0%,0%,Inglés
41911000097,BUENOS AIRES,I.E. TIMBA,43,Similar,9,Similar,74%,16%,10%,0%,0%,Inglés
219110001691,BUENOS AIRES,INSTITUCION EDUCATIVA NUEVA VISION DE HONDURAS,40,Similar,6,Similar,92%,8%,0%,0%,0%,Inglés
219110001641,BUENOS AIRES,INSTITUCION EDUCATIVA AGROINDUSTRIAL VALENTIN CARABALI,43,Similar,8,Similar,75%,23%,0%,2%,0%,Inglés
219110001748,BUENOS AIRES,INSTITUCION EDUCATIVA AGROPECUARIO PALO BLANCO,40,Similar,6,Similar,91%,9%,0%,0%,0%,Inglés
219110000164,BUENOS AIRES,I.E. AGROAMBIENTAL LA NUEVA ESPERANZA,40,Similar,8,Similar,80%,20%,0%,0%,0%,Inglés
219110000172,BUENOS AIRES,INSTITUCION EDUCATIVA EL PORVENIR,43,Similar,8,Similar,64%,36%,0%,0%,0%,Inglés
119130000034,CAJIBÍO,I.E. CARMEN DE QUINTANA,45,Similar,7,Similar,70%,27%,1%,1%,0%,Inglés
41913000145,CAJIBÍO,INSTITUTO TECNICO AGROPECUARIO FORESTAL SMURFIT CARTON DE C.,52,Similar,9,Similar,34%,47%,13%,6%,0%,Inglés
219130000667,CAJIBÍO,I.E. EFRAIN OROZCO,44,Similar,8,Similar,69%,24%,4%,2%,0%,Inglés
419130001166,CAJIBÍO,I.E. AGROPECUARIA NUESTRA SEÑORA DEL ROSARIO,39,Similar,6,Similar,82%,18%,0%,0%,0%,Inglés
219130000497,CAJIBÍO,I.E. EL TUNEL,45,Similar,9,Similar,63%,27%,7%,3%,0%,Inglés
219130000527,CAJIBÍO,I.E. CASAS BAJAS (ANTES C.E. CASA BAJAS),44,Similar,7,Similar,81%,19%,0%,0%,0%,Inglés
219130000586,CAJIBÍO,I.E. AGROPECUARIO LA CAPILLA,45,Similar,5,Mayor,70%,30%,0%,0%,0%,Inglés
219130003666,CAJIBÍO,I.E. NUESTRA SEÑORA DE LAS MERCEDES,46,Similar,7,Similar,44%,56%,0%,0%,0%,Inglés
219130000446,CAJIBÍO,I.E. LA LAGUNA DINDE ANTES (C.E. LA LAGUNA DINDE),40,Similar,6,Similar,87%,13%,0%,0%,0%,Inglés
219130001337,CAJIBÍO,I.E. AGROPECUARIA NUESTRA SEÑORA DEL CARMEN,46,Similar,7,Similar,56%,41%,3%,0%,0%,Inglés
219130000381,CAJIBÍO,INSTITUCIÓN EDUCATIVA LA MESETA,42,Similar,8,Similar,80%,15%,5%,0%,0%,Inglés
219130000926,CAJIBÍO,INSTITUCIÓN EDUCATIVA ORTEGA,44,Similar,4,Mayor,78%,22%,0%,0%,0%,Inglés
21913000056,CAJIBÍO,INSTITUCION EDUCATIVA SAN ANTONIO,35,Mayor,5,Mayor,100%,0%,0%,0%,0%,Inglés
219130000438,CAJIBÍO,INSTITUCIÓN EDUCATIVA ALTO MOJIBIO,43,Similar,2,Mayor,100%,0%,0%,0%,0%,Inglés
219130000144,CAJIBÍO,INSTITUCION EDUCATIVA LA VIUDA,44,Similar,6,Similar,71%,29%,0%,0%,0%,Inglés
119137000315,CALDONO,I.E. SUSANA TROCHEZ DE VIVAS,44,Similar,8,Similar,64%,27%,9%,0%,0%,Inglés
119137000293,CALDONO,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK,40,Similar,7,Similar,86%,14%,0%,0%,0%,Inglés
219137000883,CALDONO,INSTITUCIÓN EDUCATIVA LOS COMUNEROS,44,Similar,6,Similar,71%,28%,1%,0%,0%,Inglés
219137000328,CALDONO,I.E. AGROINDUSTRIAL MONTERILLA (ANTES INSTITUCION EDUCATIVA MONTERILLA),45,Similar,7,Similar,60%,38%,3%,0%,0%,Inglés
219137000751,CALDONO,I.E. GUILLERMO LEON VALENCIA,48,Similar,8,Similar,56%,35%,3%,5%,0%,Inglés
219137001162,CALDONO,INSTITUCION EDUCATIVA EMPRESARIAL CERRO ALTO (ANTES I E COMERCIAL CERRO ALTO),43,Similar,8,Similar,69%,26%,5%,0%,0%,Inglés
219137000018,CALDONO,I.E. EL ROSARIO ANTES (C.E. EL ROSARIO),51,Similar,10,Similar,43%,43%,0%,14%,0%,Inglés
119142000153,CALOTO,I.E. SAGRADA FAMILIA,52,Similar,9,Similar,39%,35%,19%,7%,0%,Inglés
219142000891,CALOTO,I.E.  BILINGUE DXI PADEN,43,Similar,5,Mayor,94%,6%,0%,0%,0%,Inglés
219142000247,CALOTO,INST ETNOEDUCATIVA TÉCNICA AGROAMBIENTAL EL CAMPO ALEGRE ANTES (C.E.R.M. CAMPO ALEGRE),38,Similar,6,Similar,100%,0%,0%,0%,0%,Inglés
119142000471,CALOTO,I.E. ESCIPION JARAMILLO,44,Similar,8,Similar,68%,29%,4%,0%,0%,Inglés
219142000999,CALOTO,I.E. ETNOEDUCATIVO DE TOEZ,43,Similar,6,Similar,84%,11%,5%,0%,0%,Inglés
219142000263,CALOTO,I.E. LA NIÑA MARIA - CRUCERO DE GUALI,43,Similar,8,Similar,74%,26%,0%,0%,0%,Inglés
21914200031,CALOTO,INSTITUCIÓN EDUCATIVA RURAL INTEGRADA QUINTERO,41,Similar,5,Mayor,100%,0%,0%,0%,0%,Inglés
219142000026,CALOTO,I.E. AGRO EMPRESARIAL HUASANO ANTES (INST EDUC HUASANO),45,Similar,9,Similar,73%,20%,0%,7%,0%,Inglés
219142000336,CALOTO,I.E. COMERCIAL EL PALO,44,Similar,6,Similar,75%,25%,0%,0%,0%,Inglés
219142000077,CALOTO,I.E.A. ETNOEDUCATIVA EL CREO ANTES (C.E.R.M. EL CREDO),38,Similar,5,Mayor,93%,7%,0%,0%,0%,Inglés
11914200048,CALOTO,I.E. NUCLEO ESCOLAR RURAL CALOTO,45,Similar,9,Similar,61%,31%,8%,0%,0%,Inglés
219142000506,CALOTO,I.E. TEC AGROPECUARIA  LA HUELLA,42,Similar,8,Similar,83%,17%,0%,0%,0%,Inglés
219142000352,CALOTO,INSTITUCION EDUCATIVA TECNICA LA PALOMERA,38,Similar,5,Mayor,100%,0%,0%,0%,0%,Inglés
21921200069,CORINTO,INSTITUCION EDUCATIVA CARMENCITA CARDONA DE GUTIERREZ,42,Similar,6,Similar,86%,14%,0%,0%,0%,Inglés
119212000032,CORINTO,I.E. NUCLEO TÉCNICO AGROPECUARIO,48,Similar,8,Similar,47%,39%,13%,0%,0%,Inglés
219212000339,CORINTO,INSTITUCION EDUCATIVA AGROPECUARIA CARRIZALES,44,Similar,7,Similar,58%,42%,0%,0%,0%,Inglés
119212000059,CORINTO,INSTITUCION EDUCATIVA JOSE MARIA OBANDO,46,Similar,8,Similar,64%,26%,8%,2%,0%,Inglés
119212000369,CORINTO,INSTITUCION EDUCATIVA INCODELCA,49,Similar,10,Similar,45%,41%,9%,3%,1%,Inglés
219212000185,CORINTO,INSTITUCION EDUCATIVA LAS GUACAS,40,Similar,4,Mayor,91%,9%,0%,0%,0%,Inglés
419212000371,CORINTO,LICEO EVANGÉLICO LA HEROICA,51,Similar,8,Similar,33%,33%,33%,0%,0%,Inglés
319256002686,EL TAMBO,INSTITUTO TECNICO AGROPECUARIO Y FORESTAL SMURFIT CARTON DE,44,Similar,6,Similar,65%,35%,0%,0%,0%,Inglés
219256000239,EL TAMBO,I.E. AGROPECUARIA ALTO DEL REY,41,Similar,6,Similar,85%,15%,0%,0%,0%,Inglés
219256000271,EL TAMBO,I.E. SEGUENGUE,42,Similar,8,Similar,88%,13%,0%,0%,0%,Inglés
219256000247,EL TAMBO,I.E. AGROPECUARIA URIBE,43,Similar,5,Mayor,77%,23%,0%,0%,0%,Inglés
119256000285,EL TAMBO,I.E. POLITECNICO FRANCISCO DE PAULA SANTANDER,48,Similar,10,Similar,54%,30%,11%,5%,0%,Inglés
219256000743,EL TAMBO,I.E. LA PAZ,52,Similar,4,Mayor,13%,88%,0%,0%,0%,Inglés
219256000123,EL TAMBO,I.E. PUEBLO NUEVO CIPRÉS,39,Similar,6,Similar,94%,6%,0%,0%,0%,Inglés
119256000293,EL TAMBO,I.E. SAN CARLOS,45,Similar,9,Similar,66%,28%,4%,2%,0%,Inglés
419256000599,EL TAMBO,I.E. FUNDACION PARA LA EDUCACION AGROPECUARIA JOSE MARIA OBANDO,39,Similar,7,Similar,89%,11%,0%,0%,0%,Inglés
419256002711,EL TAMBO,CORPORACION MAESTRA VIDA,47,Similar,6,Similar,80%,20%,0%,0%,0%,Inglés
2192560037,EL TAMBO,I.E. AGROECOLOGICO DE SEVILLA,40,Similar,6,Similar,94%,6%,0%,0%,0%,Inglés
119256000587,EL TAMBO,I.E. LIBORIO MEJIA,42,Similar,8,Similar,81%,16%,3%,0%,0%,Inglés
319256004051,EL TAMBO,CENTRO EDUCATIVOS POR CICLOS PARA ADULTOS EL TAMBO CEDCAT,45,Similar,6,Similar,50%,50%,0%,0%,0%,Inglés
219256003726,EL TAMBO,I.E. LOS ANAYES,40,Similar,6,Similar,90%,10%,0%,0%,0%,Inglés
219256003734,EL TAMBO,I.E. DE CHISQUIO,43,Similar,6,Similar,75%,25%,0%,0%,0%,Inglés
219256000662,EL TAMBO,I.E. AGROINDUSTRIAL DE QUILCACE,51,Similar,7,Similar,24%,65%,12%,0%,0%,Inglés
219256000697,EL TAMBO,I.E. PIAGUA,46,Similar,10,Similar,60%,27%,7%,7%,0%,Inglés
219256000191,EL TAMBO,I.E. CUATRO ESQUINAS,42,Similar,6,Similar,77%,23%,0%,0%,0%,Inglés
219256000158,EL TAMBO,I.E. EL PLACER (ANTES C.E. EL PLACER),45,Similar,9,Similar,57%,29%,14%,0%,0%,Inglés
219256000042,EL TAMBO,I.E. HUISITO,44,Similar,6,Similar,67%,33%,0%,0%,0%,Inglés
319256004166,EL TAMBO,BACHILLERATO FORMAL DE ADULTOS DEL CAUCA - BEFAC,41,Similar,8,Similar,67%,33%,0%,0%,0%,Inglés
219256002657,EL TAMBO,C.E. BELEN,50,Similar,2,Mayor,0%,100%,0%,0%,0%,Inglés
21925600191,EL TAMBO,C.E. EL RECUERDO,39,Similar,6,Similar,100%,0%,0%,0%,0%,Inglés
219256000701,EL TAMBO,I.E. PLAYA RICA,35,Mayor,3,Mayor,100%,0%,0%,0%,0%,Inglés
219256000719,EL TAMBO,C.E. PANDIGUANDO,44,Similar,10,Similar,73%,13%,13%,0%,0%,Inglés
219256002037,EL TAMBO,INSTITUCION EDUCATIVA EL ROSAL,33,Mayor,5,Mayor,100%,0%,0%,0%,0%,Inglés
219256000301,EL TAMBO,INSTITUCION EDUCATIVA LA ALIANZA,46,Similar,8,Similar,25%,75%,0%,0%,0%,Inglés
219256001154,EL TAMBO,C.E. NAYITA,44,Similar,6,Similar,75%,25%,0%,0%,0%,Inglés
419450000753,FLORENCIA,INST EDUC TORIBIO PAZ MONCAYO,46,Similar,10,Similar,65%,26%,7%,0%,2%,Inglés
219142000204,GUACHENÉ,I.E. INTEGRADO OBANDO,35,Mayor,5,Mayor,100%,0%,0%,0%,0%,Inglés
219142000239,GUACHENÉ,I.E. ECOLOGICA VEREDAS UNIDAS BARRAGÁN,45,Similar,9,Similar,79%,7%,14%,0%,0%,Inglés
219142000131,GUACHENÉ,I.E. LA CABAÑA,42,Similar,8,Similar,81%,15%,4%,0%,0%,Inglés
219142000671,GUACHENÉ,I.E. JORGE ELIÉCER GAITÁN,40,Similar,6,Similar,90%,9%,1%,0%,0%,Inglés
219142000328,GUACHENÉ,INSTITUCION EDUCATIVA SAN JACINTO,43,Similar,8,Similar,68%,26%,5%,0%,0%,Inglés
119318002115,GUAPÍ,I.E. MANUEL DE VALVERDE,42,Similar,8,Similar,81%,15%,4%,0%,0%,Inglés
119318000023,GUAPÍ,I.E. NORMAL SUPERIOR LA INMACULADA,43,Similar,9,Similar,74%,18%,8%,0%,0%,Inglés
319318001355,GUAPÍ,I.E. SAN JOSE,38,Similar,7,Similar,91%,9%,0%,0%,0%,Inglés
119318002131,GUAPÍ,I.E. SAN PEDRO Y SAN PABLO,44,Similar,7,Similar,59%,41%,0%,0%,0%,Inglés
219318001938,GUAPÍ,I.E. FRAY LUIS AMIGO,37,Mayor,7,Similar,96%,4%,0%,0%,0%,Inglés
219318002128,GUAPÍ,I.E. SAN ANTONIO,38,Similar,7,Similar,92%,8%,0%,0%,0%,Inglés
419355000649,INZÁ,I.E. AGROPECUARIA KPI SX ZUN CALDERAS,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,Inglés
219355000283,INZÁ,INSTITUCIÓN EDUCATIVA JIISA FXIW (ANTES CENT EDUC JIISA FXIW RESGUARDO INDIG DE YAQUIVA),46,Similar,7,Similar,75%,19%,6%,0%,0%,Inglés
419355000363,INZÁ,INSTITUCION EDUCATIVA SANTA ROSA,44,Similar,7,Similar,68%,26%,5%,0%,0%,Inglés
319355000865,INZÁ,INSTITUCION EDUCATIVA SAGRADA FAMILIA DE NAZARETH,50,Similar,12,Similar,40%,33%,18%,10%,0%,Inglés
219355001191,INZÁ,I.E. MICROEMPRESARIAL AGROPECUARIO SAN ANDRÉS,46,Similar,8,Similar,65%,23%,12%,0%,0%,Inglés
419355000479,INZÁ,I.E. EMPRESARIAL SAN JOSÉ,43,Similar,6,Similar,72%,26%,3%,0%,0%,Inglés
219355001212,INZÁ,I.E. PROMOCION SOCIAL GUANACAS,56,Menor,9,Similar,9%,45%,36%,9%,0%,Inglés
319355000857,INZÁ,INSTITUCION EDUCATIVA INZA,48,Similar,6,Similar,48%,48%,4%,0%,0%,Inglés
219355001158,INZÁ,INSTITUCION EDUCATIVA AGRICOLA LUIS NELSON CUELLAR,51,Similar,6,Similar,39%,45%,16%,0%,0%,Inglés
219355001166,INZÁ,INSTITUCION EDUCATIVA AGRICOLA NUESTRA SENORA DE LA CANDELARIA,45,Similar,6,Similar,72%,25%,3%,0%,0%,Inglés
219355000704,INZÁ,INSTITUCION EDUCATIVA SAN ANTONIO,48,Similar,6,Similar,63%,38%,0%,0%,0%,Inglés
219355001131,INZÁ,I.E. AGROAMBIENTAL A´KWE ÜUS YAT,45,Similar,6,Similar,75%,25%,0%,0%,0%,Inglés
219355000411,INZÁ,I.E. SAN ISIDRO,51,Similar,7,Similar,27%,60%,13%,0%,0%,Inglés
219355000372,INZÁ,INSTITUCION EDUCATIVA SANTA TERESITA DEL NIÑO JESUS,44,Similar,6,Similar,63%,38%,0%,0%,0%,Inglés
219355001301,INZÁ,INSTITUCIÓN EDUCATIVA YU¿ KWET ZUUN,41,Similar,7,Similar,80%,20%,0%,0%,0%,Inglés
21936400044,JAMBALÓ,INSTITUCION EDUCATIVA DE FORMACION INTEGRAL MARDEN ARNULFO BETANCUR ZONA BAJA,39,Similar,11,Similar,84%,12%,4%,0%,0%,Inglés
219364000458,JAMBALÓ,INSTITUCIÓN EDUCATIVA TÉCNICA KWE´SX PIYA YAT (NUESTROS SITIOS DE APRENDIZAJE),39,Similar,6,Similar,89%,11%,0%,0%,0%,Inglés
119364000267,JAMBALÓ,I.E. BACHILLERATO TECNICO AGRICOLA DE JAMBALO,44,Similar,10,Similar,66%,29%,3%,1%,0%,Inglés
219364000199,JAMBALÓ,INSTITUCION EDUCATIVA CHIMICUETO,40,Similar,7,Similar,91%,9%,0%,0%,0%,Inglés
219364000105,JAMBALÓ,INSTITUCION EDUCATIVA AGROCULTURAL PARA EL DESARROLLO TERRITORIAL UUS KI´PNI KIWE,47,Similar,0,Mayor,100%,0%,0%,0%,0%,Inglés
21936400013,JAMBALÓ,INSTITUCION EDUCATIVA KWESX U´JHTHESX UUS YATXNXI WILDER FABIAN HURTADO,41,Similar,7,Similar,90%,5%,5%,0%,0%,Inglés
219364000075,JAMBALÓ,INSTITUCION EDUCATIVA MARINO MESTIZO,44,Similar,8,Similar,71%,24%,6%,0%,0%,Inglés
219392000986,LA SIERRA,INSTITUCION EDUCATIVA NUEVA GENERACION,44,Similar,6,Similar,70%,25%,5%,0%,0%,Inglés
119392000221,LA SIERRA,INSTITUCION EDUCATIVA FRANCISCO JOSE DE CALDAS,48,Similar,8,Similar,54%,32%,14%,0%,0%,Inglés
219392000978,LA SIERRA,INSTITUCION EDUCATIVA LA DEPRESION (ANTES CENTRO EDUCATIVO LA DEPRESION),46,Similar,12,Similar,67%,17%,17%,0%,0%,Inglés
219392000081,LA SIERRA,INST EDUC PALO GRANDE BAJO ANTES (CENT EDUC PALO GRANDE BAJO),41,Similar,7,Similar,78%,22%,0%,0%,0%,Inglés
